time_ms,accel_z_mps2,velocity_mm_s,smooth_mm_s,direction
0,0.0298,36.54,36.50,STATIONARY
66,0.0066,35.49,35.82,STATIONARY
132,0.0372,37.95,37.25,STATIONARY
198,0.0206,37.73,37.58,STATIONARY
263,0.0206,37.53,37.55,STATIONARY
330,0.0252,37.63,37.60,STATIONARY
396,0.0197,37.37,37.44,STATIONARY
461,0.0129,36.69,36.93,STATIONARY
527,0.0309,38.72,38.14,STATIONARY
594,0.0043,37.45,37.67,STATIONARY
659,0.0179,37.08,37.28,STATIONARY
726,0.0232,37.07,37.14,STATIONARY
792,0.0220,36.99,37.04,STATIONARY
858,0.0194,36.73,36.83,STATIONARY
924,0.0104,35.92,36.22,STATIONARY
989,0.0230,35.94,36.03,STATIONARY
1056,-0.0027,34.33,34.89,STATIONARY
1121,0.0393,36.92,36.26,STATIONARY
1187,0.0076,35.93,36.04,STATIONARY
1254,0.0201,35.76,35.85,STATIONARY
1320,-0.0181,33.19,34.05,STATIONARY
1386,-0.0560,29.49,30.98,STATIONARY
1451,-0.0488,26.27,27.80,STATIONARY
1518,-0.1069,19.21,22.01,STATIONARY
1583,-0.0988,12.69,15.72,STATIONARY
1649,-0.1170,4.97,8.47,STATIONARY
1716,-0.1105,-2.33,1.18,STATIONARY
1782,-0.1084,-9.48,-6.01,STATIONARY
1847,-0.1448,-19.04,-14.80,STATIONARY
1914,-0.1644,-29.89,-24.98,STATIONARY
1980,-0.2603,-47.07,-39.88,STATIONARY
2045,-0.3214,-68.28,-59.04,DOWN
2111,-0.2989,-88.00,-78.58,DOWN
2178,-0.3404,-110.47,-100.09,DOWN
2244,-0.3845,-135.84,-124.21,DOWN
2309,-0.3680,-160.12,-148.44,DOWN
2376,-0.4014,-186.62,-174.20,DOWN
2441,-0.4274,-214.82,-201.60,DOWN
2508,-0.4267,-242.99,-229.52,DOWN
2573,-0.4442,-272.31,-258.38,DOWN
2639,-0.4763,-303.74,-288.99,DOWN
2706,-0.4797,-335.41,-320.30,DOWN
2771,-0.4977,-368.26,-352.65,DOWN
2838,-0.5146,-402.22,-386.09,DOWN
2904,-0.5546,-438.83,-421.67,DOWN
2970,-0.5976,-478.27,-459.85,DOWN
3036,-0.5348,-513.57,-496.09,DOWN
3101,-0.5830,-552.05,-533.84,DOWN
3168,-0.6378,-594.14,-574.52,DOWN
3234,-0.6078,-634.26,-614.82,DOWN
3299,-0.6397,-676.48,-656.42,DOWN
3365,-0.6815,-721.46,-700.29,DOWN
3432,-0.6272,-762.85,-742.50,DOWN
3498,-0.5529,-799.34,-780.85,DOWN
3563,-0.4913,-831.77,-815.20,DOWN
3629,-0.4012,-858.24,-844.24,DOWN
3696,-0.3194,-879.33,-867.91,DOWN
3761,-0.2127,-893.37,-885.08,DOWN
3827,-0.1150,-900.96,-895.79,DOWN
3894,0.0356,-898.61,-897.69,DOWN
3959,0.0751,-893.65,-894.97,DOWN
4026,0.1356,-884.70,-888.04,DOWN
4091,0.2050,-871.18,-876.66,DOWN
4158,0.1187,-863.34,-867.68,DOWN
4223,0.2242,-848.54,-854.77,DOWN
4289,0.1438,-839.06,-844.17,DOWN
4356,0.1521,-829.02,-833.95,DOWN
4422,0.2261,-814.10,-820.56,DOWN
4487,0.1036,-807.26,-811.59,DOWN
4553,0.2140,-793.14,-799.14,DOWN
4620,0.1424,-783.74,-788.76,DOWN
4686,0.1453,-774.16,-778.91,DOWN
4751,0.1697,-762.96,-768.15,DOWN
4818,0.1418,-753.60,-758.33,DOWN
4884,0.1683,-742.49,-747.65,DOWN
4949,0.1172,-734.76,-738.95,DOWN
5016,0.1561,-724.45,-729.17,DOWN
5081,0.1279,-716.01,-720.29,DOWN
5148,0.1620,-705.32,-710.19,DOWN
5214,0.1140,-697.79,-701.83,DOWN
5279,0.0980,-691.33,-694.75,DOWN
5346,0.1404,-682.06,-686.19,DOWN
5412,0.0902,-676.10,-679.38,DOWN
5478,0.1454,-666.51,-670.70,DOWN
5543,0.0585,-662.64,-665.26,DOWN
5610,0.1501,-652.74,-656.82,DOWN
5676,0.0902,-646.79,-650.05,DOWN
5741,0.1476,-637.05,-641.28,DOWN
5808,0.1002,-630.43,-633.96,DOWN
5873,0.1155,-622.81,-626.44,DOWN
5939,0.0906,-616.83,-619.95,DOWN
6006,0.0902,-610.87,-613.83,DOWN
6072,0.1453,-601.29,-605.37,DOWN
6138,0.0597,-597.34,-599.96,DOWN
6203,0.1304,-588.74,-592.39,DOWN
6270,0.0801,-583.45,-586.36,DOWN
6336,0.1188,-575.62,-579.11,DOWN
6401,0.0346,-573.33,-575.21,DOWN
6467,0.1379,-564.23,-567.80,DOWN
6534,0.0759,-559.22,-562.02,DOWN
6599,0.1138,-551.72,-555.07,DOWN
6666,0.1226,-543.62,-547.35,DOWN
6731,0.0449,-540.66,-542.84,DOWN
6798,0.1079,-533.53,-536.56,DOWN
6863,0.0596,-529.60,-531.87,DOWN
6929,0.1088,-522.42,-525.49,DOWN
6996,0.0529,-518.92,-521.06,DOWN
7061,0.0671,-514.50,-516.63,DOWN
7127,0.0529,-511.00,-512.84,DOWN
7193,0.0784,-505.83,-508.11,DOWN
7260,0.0647,-501.56,-503.69,DOWN
7326,0.0062,-501.15,-501.98,DOWN
7391,0.0928,-495.03,-497.29,DOWN
7458,0.0288,-493.13,-494.48,DOWN
7524,0.0654,-488.81,-490.66,DOWN
7589,0.0360,-486.44,-487.81,DOWN
7656,0.0562,-482.73,-484.38,DOWN
7722,0.0139,-481.81,-482.65,DOWN
7787,0.0725,-477.03,-478.86,DOWN
7853,0.0545,-473.43,-475.19,DOWN
7919,0.0010,-473.36,-473.96,DOWN
7986,0.1213,-465.36,-468.15,DOWN
8051,0.0065,-464.93,-465.98,DOWN
8118,0.0497,-461.65,-463.06,DOWN
8184,0.0307,-459.62,-460.74,DOWN
8250,0.0868,-453.89,-456.12,DOWN
8316,-0.0006,-453.93,-454.64,DOWN
8381,0.0668,-449.53,-451.19,DOWN
8448,0.0569,-445.77,-447.53,DOWN
8514,0.0766,-440.72,-442.93,DOWN
8579,0.0851,-435.10,-437.65,DOWN
8645,-0.0000,-435.10,-435.93,DOWN
8712,0.0955,-428.80,-431.12,DOWN
8778,0.0544,-425.21,-427.14,DOWN
8843,0.0557,-421.54,-423.36,DOWN
8910,0.0449,-418.57,-420.13,DOWN
8976,0.0952,-412.29,-414.84,DOWN
9041,0.0303,-410.29,-411.77,DOWN
9108,0.0865,-404.58,-406.92,DOWN
9174,0.0465,-401.51,-403.27,DOWN
9239,0.0295,-399.56,-400.77,DOWN
9306,0.0676,-395.10,-396.95,DOWN
9372,0.0527,-391.62,-393.36,DOWN
9438,0.0801,-386.34,-388.62,DOWN
9504,0.0097,-385.70,-386.65,DOWN
9569,0.0763,-380.67,-382.61,DOWN
9636,0.0228,-379.16,-380.28,DOWN
9701,0.0531,-375.66,-377.16,DOWN
9767,0.0826,-370.21,-372.47,DOWN
9833,0.0630,-366.04,-368.13,DOWN
9900,0.0451,-363.07,-364.72,DOWN
9965,0.0631,-358.91,-360.80,DOWN
10031,0.0701,-354.28,-356.40,DOWN
10098,0.0195,-353.00,-354.10,DOWN
10163,0.0669,-348.58,-350.38,DOWN
10229,0.0374,-346.11,-347.50,DOWN
10296,0.0538,-342.56,-344.17,DOWN
10362,0.0388,-340.00,-341.36,DOWN
10427,0.0796,-334.74,-336.90,DOWN
10494,0.0283,-332.88,-334.19,DOWN
10559,0.0711,-328.18,-330.14,DOWN
10626,0.0594,-324.26,-326.17,DOWN
10691,0.0477,-321.12,-322.76,DOWN
10758,0.0436,-318.24,-319.71,DOWN
10824,0.0376,-315.75,-317.04,DOWN
10889,0.0695,-311.17,-313.08,DOWN
10956,0.0287,-309.27,-310.51,DOWN
11021,0.0682,-304.77,-306.64,DOWN
11088,0.0143,-303.83,-304.74,DOWN
