time_ms,original_az,accel_z_mps2,velocity_mm_s,smooth_mm_s,direction
6006,-0.0547,0.0000,0.00,0.00,STATIONARY
6072,-0.0761,0.0000,0.00,0.00,STATIONARY
6138,-0.1043,-0.1043,-6.88,-4.64,STATIONARY
6204,-0.1135,-0.1135,-14.37,-11.21,STATIONARY
6270,-0.1212,-0.1212,-22.37,-18.74,STATIONARY
6336,-0.1484,-0.1484,-32.16,-27.80,STATIONARY
6402,-0.1477,-0.1477,-41.91,-37.32,DOWN
6468,-0.1554,-0.1554,-52.17,-47.33,DOWN
6534,-0.1450,-0.1450,-61.74,-57.05,DOWN
6599,-0.2242,-0.2242,-76.54,-70.20,DOWN
6666,-0.3029,-0.3029,-96.53,-87.96,DOWN
6732,-0.3321,-0.3321,-118.45,-108.53,DOWN
6798,-0.3385,-0.3385,-140.79,-130.29,DOWN
6864,-0.3729,-0.3729,-165.40,-153.98,DOWN
6929,-0.3784,-0.3784,-190.38,-178.53,DOWN
6996,-0.3982,-0.3982,-216.66,-204.25,DOWN
7061,-0.4530,-0.4530,-246.56,-232.79,DOWN
7128,-0.4326,-0.4326,-275.11,-261.34,DOWN
7194,-0.4677,-0.4677,-305.97,-291.45,DOWN
7260,-0.4842,-0.4842,-337.93,-322.81,DOWN
7326,-0.5000,-0.5000,-370.93,-355.27,DOWN
7392,-0.5216,-0.5216,-405.35,-389.06,DOWN
7458,-0.5337,-0.5337,-440.58,-423.82,DOWN
7523,-0.5384,-0.5384,-476.11,-459.09,DOWN
7589,-0.5862,-0.5862,-514.80,-496.67,DOWN
7656,-0.5565,-0.5565,-551.52,-533.68,DOWN
7722,-0.5923,-0.5923,-590.62,-572.09,DOWN
7787,-0.6358,-0.6358,-632.58,-612.90,DOWN
7854,-0.6076,-0.6076,-672.68,-653.23,DOWN
7920,-0.6377,-0.6377,-714.77,-694.74,DOWN
7986,-0.6774,-0.6774,-759.48,-738.42,DOWN
8052,-0.6680,-0.6680,-803.56,-782.37,DOWN
8118,-0.6713,-0.6713,-847.87,-826.56,DOWN
8184,-0.5393,-0.5393,-883.46,-864.95,DOWN
8249,-0.4753,-0.4753,-914.83,-898.60,DOWN
8316,-0.3915,-0.3915,-940.67,-926.98,DOWN
8382,-0.2723,-0.2723,-958.64,-948.34,DOWN
8448,-0.2398,-0.2398,-974.47,-965.97,DOWN
8514,-0.1582,-0.1582,-984.91,-978.75,DOWN
8580,-0.0078,0.0000,-984.91,-982.90,DOWN
8646,0.0363,0.0000,-984.91,-984.26,DOWN
8711,0.1047,0.1047,-978.00,-980.04,DOWN
8778,0.0054,0.0000,-978.00,-978.66,DOWN
8844,0.0751,0.0000,-978.00,-978.22,DOWN
8910,0.1115,0.1115,-965.33,-969.52,DOWN
8976,-0.0138,0.0000,-965.33,-966.69,DOWN
9042,0.0959,0.0000,-965.33,-965.77,DOWN
9108,0.0324,0.0000,-965.33,-965.47,DOWN
9174,0.0272,0.0000,-965.33,-965.37,DOWN
9240,0.0739,0.0000,-965.33,-965.34,DOWN
9306,0.0142,0.0000,-965.33,-965.33,DOWN
9372,0.0229,0.0000,-965.33,-965.33,DOWN
9438,0.0098,0.0000,-965.33,-965.33,DOWN
9504,0.0198,0.0000,-965.33,-965.33,DOWN
9569,-0.0033,0.0000,-965.33,-965.33,DOWN
9636,0.0368,0.0000,-965.33,-965.33,DOWN
9702,0.0307,0.0000,-965.33,-965.33,DOWN
9767,-0.0251,0.0000,-965.33,-965.33,DOWN
9834,0.0781,0.0000,-965.33,-965.33,DOWN
9899,-0.0479,0.0000,-965.33,-965.33,DOWN
9966,0.0593,0.0000,-965.33,-965.33,DOWN
10032,-0.0401,0.0000,-965.33,-965.33,DOWN
10098,0.0433,0.0000,-965.33,-965.33,DOWN
10163,0.0176,0.0000,-965.33,-965.33,DOWN
10229,-0.0195,0.0000,-965.33,-965.33,DOWN
10296,0.0416,0.0000,-965.33,-965.33,DOWN
10362,-0.0253,0.0000,-965.33,-965.33,DOWN
10427,0.0143,0.0000,-965.33,-965.33,DOWN
10494,-0.0035,0.0000,-965.33,-965.33,DOWN
10560,0.0197,0.0000,-965.33,-965.33,DOWN
10626,-0.0568,0.0000,-965.33,-965.33,DOWN
10692,0.0443,0.0000,-965.33,-965.33,DOWN
10758,-0.0181,0.0000,-965.33,-965.33,DOWN
10824,-0.0109,0.0000,-965.33,-965.33,DOWN
10889,0.0065,0.0000,-965.33,-965.33,DOWN
10956,-0.0150,0.0000,-965.33,-965.33,DOWN
11022,0.0241,0.0000,-965.33,-965.33,DOWN
11088,-0.0199,0.0000,-965.33,-965.33,DOWN
11154,0.0432,0.0000,-965.33,-965.33,DOWN
11220,-0.0146,0.0000,-965.33,-965.33,DOWN
11286,0.0200,0.0000,-965.33,-965.33,DOWN
11351,-0.0267,0.0000,-965.33,-965.33,DOWN
11418,0.0161,0.0000,-965.33,-965.33,DOWN
11484,0.0030,0.0000,-965.33,-965.33,DOWN
11550,0.0029,0.0000,-965.33,-965.33,DOWN
11616,0.0069,0.0000,-965.33,-965.33,DOWN
11682,-0.0294,0.0000,-965.33,-965.33,DOWN
11748,0.0209,0.0000,-965.33,-965.33,DOWN
11813,-0.0141,0.0000,-965.33,-965.33,DOWN
11880,0.0203,0.0000,-965.33,-965.33,DOWN
11946,-0.0351,0.0000,-965.33,-965.33,DOWN
12012,0.0057,0.0000,-965.33,-965.33,DOWN
12078,0.0097,0.0000,-965.33,-965.33,DOWN
12144,-0.0024,0.0000,-965.33,-965.33,DOWN
12210,-0.0205,0.0000,-965.33,-965.33,DOWN
12276,0.0035,0.0000,-965.33,-965.33,DOWN
12342,0.0192,0.0000,-965.33,-965.33,DOWN
12407,-0.0335,0.0000,-965.33,-965.33,DOWN
12474,0.0090,0.0000,-965.33,-965.33,DOWN
12539,-0.0232,0.0000,-965.33,-965.33,DOWN
12606,0.0132,0.0000,-965.33,-965.33,DOWN
12672,-0.0411,0.0000,-965.33,-965.33,DOWN
12738,0.0208,0.0000,-965.33,-965.33,DOWN
12804,-0.0274,0.0000,-965.33,-965.33,DOWN
12869,0.0055,0.0000,-965.33,-965.33,DOWN
12936,0.0159,0.0000,-965.33,-965.33,DOWN
13001,-0.0257,0.0000,-965.33,-965.33,DOWN
13068,0.0191,0.0000,-965.33,-965.33,DOWN
13134,-0.0265,0.0000,-965.33,-965.33,DOWN
13200,0.0244,0.0000,-965.33,-965.33,DOWN
13266,-0.0270,0.0000,-965.33,-965.33,DOWN
13332,0.0433,0.0000,-965.33,-965.33,DOWN
13398,-0.0225,0.0000,-965.33,-965.33,DOWN
13464,-0.0136,0.0000,-965.33,-965.33,DOWN
13530,0.0520,0.0000,-965.33,-965.33,DOWN
13596,-0.0335,0.0000,-965.33,-965.33,DOWN
13662,0.0038,0.0000,-965.33,-965.33,DOWN
13727,-0.0338,0.0000,-965.33,-965.33,DOWN
13794,0.0444,0.0000,-965.33,-965.33,DOWN
13860,-0.0317,0.0000,-965.33,-965.33,DOWN
13926,0.0433,0.0000,-965.33,-965.33,DOWN
13992,-0.0132,0.0000,-965.33,-965.33,DOWN
14058,0.0156,0.0000,-965.33,-965.33,DOWN
14124,0.0054,0.0000,-965.33,-965.33,DOWN
14190,-0.0028,0.0000,-965.33,-965.33,DOWN
14256,0.0237,0.0000,-965.33,-965.33,DOWN
14322,-0.0147,0.0000,-965.33,-965.33,DOWN
14388,0.0203,0.0000,-965.33,-965.33,DOWN
14453,-0.0128,0.0000,-965.33,-965.33,DOWN
14520,0.0003,0.0000,-965.33,-965.33,DOWN
14586,-0.0175,0.0000,-965.33,-965.33,DOWN
14652,0.0109,0.0000,-965.33,-965.33,DOWN
14718,-0.0014,0.0000,-965.33,-965.33,DOWN
14784,0.0014,0.0000,-965.33,-965.33,DOWN
14850,0.0181,0.0000,-965.33,-965.33,DOWN
14916,0.0201,0.0000,-965.33,-965.33,DOWN
14982,-0.0060,0.0000,-965.33,-965.33,DOWN
15048,0.0055,0.0000,-965.33,-965.33,DOWN
15114,0.0192,0.0000,-965.33,-965.33,DOWN
15180,-0.0042,0.0000,-965.33,-965.33,DOWN
15246,0.0026,0.0000,-965.33,-965.33,DOWN
15311,0.0015,0.0000,-965.33,-965.33,DOWN
15378,-0.0095,0.0000,-965.33,-965.33,DOWN
15444,-0.0014,0.0000,-965.33,-965.33,DOWN
15509,0.0028,0.0000,-965.33,-965.33,DOWN
15576,-0.0234,0.0000,-965.33,-965.33,DOWN
15642,0.0003,0.0000,-965.33,-965.33,DOWN
15708,0.0138,0.0000,-965.33,-965.33,DOWN
15774,0.0037,0.0000,-965.33,-965.33,DOWN
15840,0.0135,0.0000,-965.33,-965.33,DOWN
15906,-0.0221,0.0000,-965.33,-965.33,DOWN
15972,-0.0041,0.0000,-965.33,-965.33,DOWN
16038,-0.0399,0.0000,-965.33,-965.33,DOWN
16104,0.0382,0.0000,-965.33,-965.33,DOWN
16169,0.0016,0.0000,-965.33,-965.33,DOWN
16236,0.0256,0.0000,-965.33,-965.33,DOWN
16302,0.0117,0.0000,-965.33,-965.33,DOWN
16367,0.0006,0.0000,-965.33,-965.33,DOWN
16434,-0.0027,0.0000,-965.33,-965.33,DOWN
16500,-0.0296,0.0000,-965.33,-965.33,DOWN
16566,0.0269,0.0000,-965.33,-965.33,DOWN
16631,-0.0126,0.0000,-965.33,-965.33,DOWN
16698,0.0203,0.0000,-965.33,-965.33,DOWN
16764,-0.0105,0.0000,-965.33,-965.33,DOWN
16829,0.0050,0.0000,-965.33,-965.33,DOWN
16896,0.0192,0.0000,-965.33,-965.33,DOWN
16962,-0.0095,0.0000,-965.33,-965.33,DOWN
17028,-0.0044,0.0000,-965.33,-965.33,DOWN
17093,-0.0135,0.0000,-965.33,-965.33,DOWN
17160,0.0264,0.0000,-965.33,-965.33,DOWN
17226,-0.0078,0.0000,-965.33,-965.33,DOWN
17292,0.0319,0.0000,-965.33,-965.33,DOWN
17358,-0.0354,0.0000,-965.33,-965.33,DOWN
17424,0.0212,0.0000,-965.33,-965.33,DOWN
17490,0.0107,0.0000,-965.33,-965.33,DOWN
17556,-0.0156,0.0000,-965.33,-965.33,DOWN
17622,0.0238,0.0000,-965.33,-965.33,DOWN
17687,-0.0095,0.0000,-965.33,-965.33,DOWN
17754,0.0257,0.0000,-965.33,-965.33,DOWN
17820,-0.0353,0.0000,-965.33,-965.33,DOWN
17886,0.0210,0.0000,-965.33,-965.33,DOWN
17952,0.0048,0.0000,-965.33,-965.33,DOWN
18018,0.0329,0.0000,-965.33,-965.33,DOWN
18084,-0.0152,0.0000,-965.33,-965.33,DOWN
18149,-0.0005,0.0000,-965.33,-965.33,DOWN
18216,0.0151,0.0000,-965.33,-965.33,DOWN
18281,-0.0203,0.0000,-965.33,-965.33,DOWN
18348,0.0216,0.0000,-965.33,-965.33,DOWN
18414,-0.0286,0.0000,-965.33,-965.33,DOWN
18480,0.0308,0.0000,-965.33,-965.33,DOWN
18546,-0.0298,0.0000,-965.33,-965.33,DOWN
18612,0.0551,0.0000,-965.33,-965.33,DOWN
18678,-0.0045,0.0000,-965.33,-965.33,DOWN
18743,0.0097,0.0000,-965.33,-965.33,DOWN
18810,0.0305,0.0000,-965.33,-965.33,DOWN
18876,0.0013,0.0000,-965.33,-965.33,DOWN
18942,0.0244,0.0000,-965.33,-965.33,DOWN
19007,-0.0101,0.0000,-965.33,-965.33,DOWN
19074,0.0146,0.0000,-965.33,-965.33,DOWN
19140,-0.0348,0.0000,-965.33,-965.33,DOWN
19206,0.0219,0.0000,-965.33,-965.33,DOWN
19272,-0.0267,0.0000,-965.33,-965.33,DOWN
19338,0.0109,0.0000,-965.33,-965.33,DOWN
19404,-0.0211,0.0000,-965.33,-965.33,DOWN
19469,0.0142,0.0000,-965.33,-965.33,DOWN
19536,0.0438,0.0000,-965.33,-965.33,DOWN
19602,-0.0386,0.0000,-965.33,-965.33,DOWN
19668,-0.0002,0.0000,-965.33,-965.33,DOWN
19734,-0.0356,0.0000,-965.33,-965.33,DOWN
19800,0.0040,0.0000,-965.33,-965.33,DOWN
19866,-0.0300,0.0000,-965.33,-965.33,DOWN
19931,0.0271,0.0000,-965.33,-965.33,DOWN
19998,-0.0393,0.0000,-965.33,-965.33,DOWN
20064,0.0077,0.0000,-965.33,-965.33,DOWN
20130,0.0049,0.0000,-965.33,-965.33,DOWN
20196,-0.0183,0.0000,-965.33,-965.33,DOWN
20262,0.0179,0.0000,-965.33,-965.33,DOWN
20328,-0.0246,0.0000,-965.33,-965.33,DOWN
20394,0.0499,0.0000,-965.33,-965.33,DOWN
20460,-0.0282,0.0000,-965.33,-965.33,DOWN
20526,0.0199,0.0000,-965.33,-965.33,DOWN
20592,-0.0191,0.0000,-965.33,-965.33,DOWN
20658,0.0276,0.0000,-965.33,-965.33,DOWN
20724,0.0420,0.0000,-965.33,-965.33,DOWN
20789,0.0961,0.0000,-965.33,-965.33,DOWN
20856,0.1409,0.1409,-956.03,-959.05,DOWN
20922,0.1246,0.1246,-947.80,-951.46,DOWN
20987,0.2334,0.2334,-932.40,-938.60,DOWN
21054,0.2566,0.2566,-915.46,-922.99,DOWN
21120,0.3472,0.3472,-892.54,-902.45,DOWN
21186,0.4029,0.4029,-865.95,-877.83,DOWN
21252,0.3732,0.3732,-841.32,-853.20,DOWN
21318,0.4507,0.4507,-811.57,-825.11,DOWN
21384,0.4587,0.4587,-781.30,-795.55,DOWN
21449,0.5460,0.5460,-745.26,-761.63,DOWN
21516,0.5824,0.5824,-706.82,-724.65,DOWN
21582,0.6127,0.6127,-666.39,-685.34,DOWN
21648,0.6659,0.6659,-622.44,-642.91,DOWN
21714,0.7345,0.7345,-573.96,-596.39,DOWN
21780,0.7113,0.7113,-527.01,-549.59,DOWN
21845,0.7598,0.7598,-476.87,-500.53,DOWN
21912,0.8174,0.8174,-422.92,-448.17,DOWN
21978,0.7754,0.7754,-371.74,-396.61,DOWN
22044,0.6869,0.6869,-326.41,-349.25,DOWN
22109,0.6547,0.6547,-283.20,-304.69,DOWN
22176,0.5726,0.5726,-245.41,-264.70,DOWN
22242,0.5377,0.5377,-209.92,-227.74,DOWN
22308,0.4627,0.4627,-179.38,-195.12,DOWN
22374,0.4482,0.4482,-149.80,-164.55,DOWN
22440,0.3712,0.3712,-125.31,-138.07,DOWN
22506,0.2992,0.2992,-105.56,-116.14,DOWN
22571,0.2817,0.2817,-86.97,-96.46,DOWN
22638,0.2213,0.2213,-72.36,-80.20,DOWN
22704,0.1372,0.1372,-63.30,-68.80,DOWN
22770,0.1222,0.1222,-55.24,-59.65,DOWN
22836,0.0601,0.0000,-55.24,-56.68,DOWN
22902,-0.0212,0.0000,-55.24,-55.71,DOWN
22968,-0.0756,0.0000,-55.24,-55.39,DOWN
23034,-0.0460,0.0000,-55.24,-55.29,DOWN
23099,-0.0339,0.0000,-55.24,-55.26,DOWN
23166,-0.0615,0.0000,-55.24,-55.25,DOWN
23232,-0.0516,0.0000,-55.24,-55.24,DOWN
23298,-0.0435,0.0000,-55.24,-55.24,DOWN
23364,-0.0484,0.0000,-55.24,-55.24,DOWN
23430,-0.0345,0.0000,-55.24,-55.24,DOWN
23496,-0.0419,0.0000,0.00,0.00,STATIONARY
23562,-0.0226,0.0000,0.00,0.00,STATIONARY
23628,-0.0125,0.0000,0.00,0.00,STATIONARY
23694,-0.0101,0.0000,0.00,0.00,STATIONARY
23759,-0.0349,0.0000,0.00,0.00,STATIONARY
23826,-0.0042,0.0000,0.00,0.00,STATIONARY
23892,0.0038,0.0000,0.00,0.00,STATIONARY
23958,-0.0156,0.0000,0.00,0.00,STATIONARY
24023,0.0001,0.0000,0.00,0.00,STATIONARY
24090,0.0031,0.0000,0.00,0.00,STATIONARY
24156,-0.0180,0.0000,0.00,0.00,STATIONARY
24222,-0.0061,0.0000,0.00,0.00,STATIONARY
24288,0.0163,0.0000,0.00,0.00,STATIONARY
24354,-0.0086,0.0000,0.00,0.00,STATIONARY
24420,0.0081,0.0000,0.00,0.00,STATIONARY
24486,0.0038,0.0000,0.00,0.00,STATIONARY
24552,-0.0039,0.0000,0.00,0.00,STATIONARY
24618,0.0052,0.0000,0.00,0.00,STATIONARY
24684,-0.0011,0.0000,0.00,0.00,STATIONARY
24750,0.0121,0.0000,0.00,0.00,STATIONARY
24816,0.0341,0.0000,0.00,0.00,STATIONARY
24882,0.0546,0.0000,0.00,0.00,STATIONARY
24947,0.0227,0.0000,0.00,0.00,STATIONARY
25014,0.0640,0.0000,0.00,0.00,STATIONARY
25080,0.0829,0.0000,0.00,0.00,STATIONARY
25146,0.0691,0.0000,0.00,0.00,STATIONARY
25212,0.1044,0.1044,6.89,4.65,STATIONARY
25278,0.1288,0.1288,15.39,11.90,STATIONARY
25344,0.1267,0.1267,23.75,19.89,STATIONARY
25410,0.0945,0.0000,23.75,22.49,STATIONARY
25476,0.1025,0.1025,36.75,32.11,STATIONARY
25542,0.0714,0.0000,36.75,35.24,STATIONARY
25608,0.0722,0.0000,36.75,36.26,STATIONARY
25674,0.0696,0.0000,36.75,36.59,STATIONARY
25740,-0.0463,0.0000,36.75,36.70,STATIONARY
25806,-0.0028,0.0000,36.75,36.74,STATIONARY
25872,0.0346,0.0000,36.75,36.75,STATIONARY
25938,-0.0187,0.0000,36.75,36.75,STATIONARY
26004,-0.0008,0.0000,36.75,36.75,STATIONARY
26070,-0.0056,0.0000,36.75,36.75,STATIONARY
26136,0.0057,0.0000,36.75,36.75,STATIONARY
26202,0.0034,0.0000,36.75,36.75,STATIONARY
26268,-0.0147,0.0000,36.75,36.75,STATIONARY
26334,0.0125,0.0000,36.75,36.75,STATIONARY
26399,-0.0111,0.0000,36.75,36.75,STATIONARY
26466,-0.0170,0.0000,36.75,36.75,STATIONARY
26532,0.0099,0.0000,36.75,36.75,STATIONARY
26598,-0.0017,0.0000,36.75,36.75,STATIONARY
26664,-0.0058,0.0000,36.75,36.75,STATIONARY
26730,0.0143,0.0000,36.75,36.75,STATIONARY
26796,0.0017,0.0000,36.75,36.75,STATIONARY
26861,-0.0040,0.0000,36.75,36.75,STATIONARY
26928,0.0059,0.0000,36.75,36.75,STATIONARY
26994,0.0113,0.0000,36.75,36.75,STATIONARY
27060,0.0057,0.0000,36.75,36.75,STATIONARY
27126,0.0122,0.0000,36.75,36.75,STATIONARY
27192,-0.0067,0.0000,36.75,36.75,STATIONARY
27258,0.0077,0.0000,36.75,36.75,STATIONARY
27323,0.0036,0.0000,36.75,36.75,STATIONARY
27389,-0.0014,0.0000,36.75,36.75,STATIONARY
27456,-0.0016,0.0000,36.75,36.75,STATIONARY
27522,0.0016,0.0000,36.75,36.75,STATIONARY
27587,0.0080,0.0000,36.75,36.75,STATIONARY
27654,0.0253,0.0000,36.75,36.75,STATIONARY
27720,-0.0094,0.0000,36.75,36.75,STATIONARY
27786,-0.0210,0.0000,36.75,36.75,STATIONARY
27852,0.0373,0.0000,36.75,36.75,STATIONARY
27918,0.0202,0.0000,36.75,36.75,STATIONARY
27984,0.0332,0.0000,36.75,36.75,STATIONARY
28049,-0.0133,0.0000,36.75,36.75,STATIONARY
28116,0.0162,0.0000,36.75,36.75,STATIONARY
28182,-0.0079,0.0000,36.75,36.75,STATIONARY
28248,-0.0098,0.0000,36.75,36.75,STATIONARY
28314,-0.0197,0.0000,36.75,36.75,STATIONARY
28380,0.0411,0.0000,36.75,36.75,STATIONARY
28446,0.0137,0.0000,36.75,36.75,STATIONARY
28512,0.0172,0.0000,36.75,36.75,STATIONARY
28578,0.0440,0.0000,36.75,36.75,STATIONARY
28644,-0.0058,0.0000,36.75,36.75,STATIONARY
28710,0.0542,0.0000,36.75,36.75,STATIONARY
28776,-0.0179,0.0000,36.75,36.75,STATIONARY
28842,0.0137,0.0000,36.75,36.75,STATIONARY
28908,0.0523,0.0000,36.75,36.75,STATIONARY
28974,0.0211,0.0000,36.75,36.75,STATIONARY
29040,0.0021,0.0000,36.75,36.75,STATIONARY
29106,-0.0020,0.0000,36.75,36.75,STATIONARY
29172,-0.0520,0.0000,36.75,36.75,STATIONARY
29238,-0.0041,0.0000,36.75,36.75,STATIONARY
29304,0.0279,0.0000,36.75,36.75,STATIONARY
29370,0.0196,0.0000,36.75,36.75,STATIONARY
29436,-0.0313,0.0000,36.75,36.75,STATIONARY
29502,0.0184,0.0000,36.75,36.75,STATIONARY
29568,-0.0103,0.0000,36.75,36.75,STATIONARY
29634,0.0139,0.0000,36.75,36.75,STATIONARY
29700,-0.0330,0.0000,36.75,36.75,STATIONARY
29766,-0.0187,0.0000,36.75,36.75,STATIONARY
29832,-0.0006,0.0000,36.75,36.75,STATIONARY
29898,-0.0145,0.0000,36.75,36.75,STATIONARY
29964,-0.0101,0.0000,36.75,36.75,STATIONARY
30029,0.0036,0.0000,36.75,36.75,STATIONARY
30096,-0.0084,0.0000,36.75,36.75,STATIONARY
30162,-0.0010,0.0000,36.75,36.75,STATIONARY
30227,-0.0113,0.0000,36.75,36.75,STATIONARY
30294,-0.0102,0.0000,36.75,36.75,STATIONARY
30360,-0.0161,0.0000,36.75,36.75,STATIONARY
30426,-0.0090,0.0000,36.75,36.75,STATIONARY
30492,-0.0013,0.0000,36.75,36.75,STATIONARY
30558,-0.0177,0.0000,36.75,36.75,STATIONARY
30624,-0.0090,0.0000,36.75,36.75,STATIONARY
30689,0.0027,0.0000,36.75,36.75,STATIONARY
30756,-0.0110,0.0000,36.75,36.75,STATIONARY
30822,0.0130,0.0000,36.75,36.75,STATIONARY
30888,-0.0005,0.0000,36.75,36.75,STATIONARY
30954,-0.0116,0.0000,36.75,36.75,STATIONARY
31020,0.0049,0.0000,36.75,36.75,STATIONARY
31086,-0.0039,0.0000,36.75,36.75,STATIONARY
31152,0.0008,0.0000,36.75,36.75,STATIONARY
31218,0.0036,0.0000,36.75,36.75,STATIONARY
31284,-0.0003,0.0000,36.75,36.75,STATIONARY
31350,0.0029,0.0000,36.75,36.75,STATIONARY
31416,-0.0051,0.0000,36.75,36.75,STATIONARY
31482,-0.0098,0.0000,36.75,36.75,STATIONARY
31548,0.0175,0.0000,36.75,36.75,STATIONARY
31614,-0.0230,0.0000,36.75,36.75,STATIONARY
31680,0.0043,0.0000,36.75,36.75,STATIONARY
31746,-0.0009,0.0000,36.75,36.75,STATIONARY
31812,0.0030,0.0000,36.75,36.75,STATIONARY
31878,-0.0074,0.0000,36.75,36.75,STATIONARY
31944,0.0065,0.0000,36.75,36.75,STATIONARY
32009,0.0048,0.0000,36.75,36.75,STATIONARY
32076,-0.0062,0.0000,36.75,36.75,STATIONARY
