time_ms,accel_z_mps2,velocity_mm_s,smooth_mm_s,direction
17160,0.0184,0.36,0.18,STATIONARY
17225,0.0046,0.64,0.49,STATIONARY
17292,-0.0147,-0.32,-0.05,STATIONARY
17358,0.0233,1.17,0.77,STATIONARY
17423,-0.0015,1.03,0.95,STATIONARY
17489,0.0145,1.91,1.60,STATIONARY
17556,-0.0347,-0.37,0.27,STATIONARY
17621,0.0264,1.32,0.98,STATIONARY
17688,-0.0444,-1.54,-0.72,STATIONARY
17753,0.0017,-1.38,-1.16,STATIONARY
17820,-0.0026,-1.49,-1.38,STATIONARY
17885,0.0086,-0.88,-1.04,STATIONARY
17952,0.0171,0.24,-0.18,STATIONARY
18018,-0.0107,-0.45,-0.37,STATIONARY
18083,0.0048,-0.13,-0.21,STATIONARY
18149,-0.0285,-1.94,-1.37,STATIONARY
18215,0.0449,0.99,0.22,STATIONARY
18282,-0.0082,0.43,0.36,STATIONARY
18347,0.0094,1.01,0.79,STATIONARY
18413,-0.0278,-0.80,-0.28,STATIONARY
18480,0.0051,-0.45,-0.39,STATIONARY
18546,-0.0090,-1.00,-0.80,STATIONARY
18611,-0.0065,-1.37,-1.18,STATIONARY
18678,0.0219,0.07,-0.34,STATIONARY
18744,-0.0106,-0.60,-0.52,STATIONARY
18809,0.0305,1.36,0.75,STATIONARY
18875,-0.0007,1.26,1.09,STATIONARY
18941,0.1108,8.23,5.91,STATIONARY
19008,0.0417,10.55,9.04,STATIONARY
19073,0.1044,16.74,14.23,STATIONARY
19140,0.0738,20.74,18.62,STATIONARY
19206,0.1316,28.25,25.12,STATIONARY
19271,0.1040,33.71,30.91,STATIONARY
19338,0.1402,41.24,37.88,STATIONARY
19403,0.0301,41.49,40.32,STATIONARY
19470,0.1369,48.51,45.84,STATIONARY
19535,0.1545,56.36,52.94,UP
19601,0.1010,63.02,59.74,UP
19667,0.0817,68.41,65.59,UP
19734,0.1071,75.48,72.26,UP
19800,0.1079,82.60,79.24,UP
19866,0.1075,89.70,86.29,UP
19932,0.0735,94.55,91.86,UP
19998,0.1217,102.58,99.09,UP
20063,0.0510,105.95,103.72,UP
20129,-0.0093,105.34,104.81,UP
20196,0.0052,105.68,105.40,UP
20261,-0.0646,101.42,102.72,UP
20327,-0.1064,94.40,97.10,UP
20394,-0.0982,87.92,90.91,UP
20460,-0.1276,79.50,83.21,UP
20525,-0.1119,72.11,75.72,UP
20591,-0.1195,64.22,67.97,UP
20658,-0.1342,55.37,59.47,UP
20723,-0.1229,47.26,51.23,UP
20790,-0.1248,39.02,42.99,UP
20855,-0.1290,30.50,34.57,UP
20922,-0.1186,22.68,26.54,UP
20988,-0.1285,14.20,18.21,UP
21053,-0.1402,4.94,9.26,UP
21120,-0.1088,-2.24,1.50,UP
21185,-0.0679,-6.72,-4.05,UP
21252,-0.0518,-10.14,-8.16,UP
21318,-0.0381,0.00,0.00,STATIONARY
21384,-0.0325,-2.06,-1.39,STATIONARY
21449,-0.0162,-3.00,-2.48,STATIONARY
21515,-0.0156,-3.87,-3.42,STATIONARY
21582,-0.0009,-3.77,-3.66,STATIONARY
21648,-0.0042,-3.89,-3.82,STATIONARY
21713,0.0068,-3.30,-3.47,STATIONARY
21780,-0.0022,-3.31,-3.36,STATIONARY
21846,0.0143,-2.27,-2.62,STATIONARY
21911,-0.0091,-2.76,-2.71,STATIONARY
21978,-0.0033,-2.86,-2.81,STATIONARY
22043,0.0169,-1.67,-2.04,STATIONARY
22110,-0.0041,-1.87,-1.92,STATIONARY
22176,0.0075,-1.32,-1.52,STATIONARY
22242,0.0170,-0.19,-0.62,STATIONARY
22308,-0.0079,-0.68,-0.66,STATIONARY
22373,0.0078,-0.16,-0.32,STATIONARY
22440,-0.0088,-0.71,-0.58,STATIONARY
22505,-0.0055,-1.03,-0.88,STATIONARY
22572,-0.0053,-1.32,-1.18,STATIONARY
22638,0.0078,-0.78,-0.91,STATIONARY
22703,0.0185,0.43,-0.01,STATIONARY
22770,0.0023,0.56,0.37,STATIONARY
22836,-0.0063,0.13,0.21,STATIONARY
22902,0.0046,0.42,0.35,STATIONARY
22968,-0.0014,0.31,0.32,STATIONARY
23034,-0.0082,-0.22,-0.04,STATIONARY
23100,0.0025,-0.05,-0.05,STATIONARY
23165,0.0150,0.90,0.59,STATIONARY
23231,0.0207,2.18,1.67,STATIONARY
23298,0.0216,3.46,2.88,STATIONARY
23363,0.0170,4.40,3.90,STATIONARY
23429,0.0182,5.38,4.90,STATIONARY
23496,0.0268,6.86,6.22,STATIONARY
23562,0.0228,8.03,7.44,STATIONARY
23628,0.0323,9.75,9.00,STATIONARY
23693,0.0334,11.48,10.67,STATIONARY
23760,0.0084,11.55,11.26,STATIONARY
23826,0.0044,11.36,11.33,STATIONARY
23891,-0.0091,10.33,10.66,STATIONARY
23958,-0.0092,9.34,9.77,STATIONARY
24024,0.0376,11.34,10.83,STATIONARY
24089,-0.1188,3.36,5.79,STATIONARY
24155,-0.0513,-0.02,1.87,STATIONARY
24222,0.0003,0.00,0.61,STATIONARY
24288,-0.0478,-3.03,-1.85,STATIONARY
24353,-0.0097,-3.52,-2.98,STATIONARY
24420,-0.0003,-3.40,-3.26,STATIONARY
24486,-0.0057,-3.63,-3.51,STATIONARY
24551,-0.0043,-3.76,-3.68,STATIONARY
24617,-0.0011,-3.68,-3.68,STATIONARY
24683,0.0123,-2.75,-3.05,STATIONARY
24750,0.0039,-2.39,-2.61,STATIONARY
24815,-0.0030,-2.49,-2.53,STATIONARY
24881,-0.0014,-2.48,-2.49,STATIONARY
24948,-0.0020,-2.50,-2.50,STATIONARY
25013,0.0006,-2.36,-2.41,STATIONARY
25080,0.0070,-1.83,-2.01,STATIONARY
25145,-0.0086,-2.30,-2.21,STATIONARY
25212,0.0010,-2.14,-2.16,STATIONARY
25278,-0.0022,-2.20,-2.19,STATIONARY
25343,-0.0054,-2.45,-2.36,STATIONARY
25410,0.0035,-2.13,-2.21,STATIONARY
25475,-0.0019,-2.16,-2.18,STATIONARY
25542,-0.0068,-2.51,-2.40,STATIONARY
25608,-0.0044,-2.69,-2.59,STATIONARY
25674,0.0080,-2.07,-2.24,STATIONARY
25740,-0.0103,-2.64,-2.51,STATIONARY
25805,0.0010,-2.47,-2.48,STATIONARY
25871,0.0054,-2.03,-2.18,STATIONARY
25938,-0.0010,-2.02,-2.07,STATIONARY
26004,-0.0024,-2.09,-2.08,STATIONARY
26069,0.0025,-1.85,-1.93,STATIONARY
26136,0.0021,-1.64,-1.73,STATIONARY
26201,-0.0112,-2.28,-2.10,STATIONARY
26268,-0.0133,-3.03,-2.73,STATIONARY
26333,0.0132,-2.08,-2.29,STATIONARY
26400,-0.0202,-3.27,-2.95,STATIONARY
26465,-0.0237,-4.65,-4.10,STATIONARY
26531,0.0188,-3.27,-3.54,STATIONARY
26598,0.0157,-2.15,-2.60,STATIONARY
26664,0.0168,-1.00,-1.52,STATIONARY
26729,0.0156,0.03,-0.47,STATIONARY
26796,-0.0259,-1.61,-1.24,STATIONARY
26862,-0.0158,-2.55,-2.12,STATIONARY
26927,-0.0183,-3.60,-3.12,STATIONARY
26993,0.0109,-2.77,-2.89,STATIONARY
27060,0.0325,-0.60,-1.35,STATIONARY
27126,0.0260,1.07,0.28,STATIONARY
27191,0.0078,1.52,1.12,STATIONARY
27258,-0.0275,-0.28,0.17,STATIONARY
27324,0.0005,-0.24,-0.11,STATIONARY
27389,-0.0048,-0.53,-0.39,STATIONARY
27455,-0.0012,-0.59,-0.53,STATIONARY
27521,-0.0128,-1.38,-1.10,STATIONARY
27588,-0.0439,-4.10,-3.13,STATIONARY
27653,0.0044,-3.66,-3.49,STATIONARY
27720,0.0205,-2.22,-2.63,STATIONARY
27785,-0.0143,-3.04,-2.91,STATIONARY
27852,0.0096,-2.31,-2.50,STATIONARY
27918,0.0126,-1.42,-1.77,STATIONARY
27983,-0.0055,-1.71,-1.73,STATIONARY
28050,0.0131,-0.82,-1.12,STATIONARY
28115,-0.0357,-3.05,-2.42,STATIONARY
28181,0.0265,-1.25,-1.63,STATIONARY
28247,-0.0082,-1.72,-1.69,STATIONARY
28314,-0.0021,-1.78,-1.75,STATIONARY
28380,0.0012,-1.64,-1.68,STATIONARY
28445,0.0107,-0.90,-1.15,STATIONARY
28512,0.0034,-0.64,-0.81,STATIONARY
28578,0.0001,-0.61,-0.68,STATIONARY
28643,0.0026,-0.42,-0.50,STATIONARY
28709,0.0049,-0.09,-0.23,STATIONARY
28776,-0.0125,-0.88,-0.67,STATIONARY
28841,-0.0029,-1.03,-0.91,STATIONARY
28907,0.0158,0.01,-0.29,STATIONARY
28974,-0.0048,-0.30,-0.29,STATIONARY
29040,0.0123,0.50,0.24,STATIONARY
29105,0.0040,0.73,0.57,STATIONARY
29171,0.0055,1.05,0.90,STATIONARY
29238,0.0033,1.22,1.12,STATIONARY
29303,-0.0153,0.20,0.50,STATIONARY
29370,0.0058,0.56,0.54,STATIONARY
29435,0.0068,0.97,0.83,STATIONARY
29502,-0.0041,0.67,0.72,STATIONARY
29568,-0.0103,-0.01,0.23,STATIONARY
29633,0.0062,0.38,0.33,STATIONARY
29700,0.0084,0.89,0.71,STATIONARY
29766,-0.0016,0.76,0.74,STATIONARY
29831,-0.0006,0.69,0.71,STATIONARY
29898,-0.0064,0.26,0.41,STATIONARY
29964,0.0074,0.72,0.62,STATIONARY
30029,0.0045,0.97,0.86,STATIONARY
30095,-0.0110,0.24,0.44,STATIONARY
30162,0.0086,0.77,0.67,STATIONARY
30228,0.0064,1.15,0.99,STATIONARY
30293,-0.0057,0.74,0.82,STATIONARY
30360,-0.0143,-0.19,0.14,STATIONARY
30426,-0.0014,-0.27,-0.14,STATIONARY
30491,-0.0027,-0.43,-0.34,STATIONARY
30558,0.0145,0.50,0.23,STATIONARY
30623,-0.0099,-0.14,-0.02,STATIONARY
30690,0.0142,0.76,0.51,STATIONARY
30755,-0.0090,0.16,0.27,STATIONARY
30821,0.0048,0.46,0.40,STATIONARY
30887,-0.0072,-0.02,0.12,STATIONARY
30954,0.0006,0.02,0.05,STATIONARY
31020,0.0076,0.51,0.36,STATIONARY
31086,-0.0042,0.22,0.27,STATIONARY
31152,-0.0012,0.14,0.18,STATIONARY
31218,-0.0034,-0.08,0.00,STATIONARY
31283,0.0033,0.13,0.09,STATIONARY
31349,0.0010,0.19,0.16,STATIONARY
31416,-0.0028,0.01,0.06,STATIONARY
31481,0.0004,0.03,0.04,STATIONARY
31548,0.0017,0.14,0.11,STATIONARY
31614,-0.0043,-0.14,-0.06,STATIONARY
31680,-0.0015,-0.23,-0.17,STATIONARY
31745,0.0122,0.55,0.32,STATIONARY
31811,0.0005,0.56,0.48,STATIONARY
31878,-0.0107,-0.14,0.07,STATIONARY
31943,0.0073,0.33,0.25,STATIONARY
32009,-0.0023,0.18,0.20,STATIONARY
32075,0.0048,0.47,0.38,STATIONARY
32142,-0.0046,0.16,0.23,STATIONARY
32208,0.0093,0.75,0.58,STATIONARY
32273,-0.0153,-0.25,0.02,STATIONARY
32340,0.0126,0.56,0.38,STATIONARY
32405,0.0091,1.11,0.87,STATIONARY
32471,-0.0370,-1.28,-0.58,STATIONARY
32537,0.0303,0.70,0.28,STATIONARY
32604,-0.0271,-1.05,-0.62,STATIONARY
32669,0.0040,-0.76,-0.71,STATIONARY
32735,0.0155,0.25,-0.06,STATIONARY
32802,-0.0113,-0.47,-0.34,STATIONARY
32868,-0.0048,-0.76,-0.62,STATIONARY
32933,-0.0003,-0.75,-0.71,STATIONARY
33000,0.0083,-0.19,-0.36,STATIONARY
33066,0.0048,0.12,-0.04,STATIONARY
33131,-0.0119,-0.64,-0.45,STATIONARY
33198,-0.0367,-2.94,-2.13,STATIONARY
33263,0.0162,-1.80,-1.91,STATIONARY
33330,0.0142,-0.83,-1.18,STATIONARY
33395,-0.0065,-1.21,-1.20,STATIONARY
33462,0.0168,-0.09,-0.45,STATIONARY
33528,-0.0329,-2.17,-1.61,STATIONARY
33593,0.0032,-1.88,-1.79,STATIONARY
33660,-0.0095,-2.41,-2.21,STATIONARY
33725,0.0042,-2.04,-2.10,STATIONARY
33792,0.0958,4.11,2.09,STATIONARY
33858,-0.0721,-0.62,0.26,STATIONARY
33923,0.0168,0.47,0.40,STATIONARY
33989,-0.0305,-1.48,-0.87,STATIONARY
34056,0.0007,-1.38,-1.21,STATIONARY
34121,0.0293,0.53,-0.03,STATIONARY
34188,0.0401,3.05,2.05,STATIONARY
34254,-0.0113,2.21,2.16,STATIONARY
34320,-0.0295,0.26,0.88,STATIONARY
34385,-0.0046,-0.04,0.26,STATIONARY
34451,0.0500,3.13,2.20,STATIONARY
34518,-0.0107,2.32,2.28,STATIONARY
34583,-0.0234,0.75,1.25,STATIONARY
34649,-0.0087,0.16,0.52,STATIONARY
34716,-0.0032,-0.05,0.14,STATIONARY
34782,0.0112,0.66,0.49,STATIONARY
34848,0.0035,0.85,0.74,STATIONARY
34913,-0.0128,0.01,0.24,STATIONARY
34980,0.0145,0.93,0.71,STATIONARY
35045,0.0084,1.43,1.19,STATIONARY
35111,0.0009,1.43,1.35,STATIONARY
35177,-0.0011,1.30,1.32,STATIONARY
35244,0.0143,2.16,1.88,STATIONARY
35309,-0.0001,2.07,2.01,STATIONARY
35376,-0.0060,1.60,1.74,STATIONARY
35442,-0.0175,0.43,0.86,STATIONARY
35507,-0.0149,-0.53,-0.08,STATIONARY
35573,0.0012,-0.43,-0.32,STATIONARY
35640,-0.0059,-0.78,-0.63,STATIONARY
35706,-0.0140,-1.64,-1.31,STATIONARY
35771,-0.0082,-2.10,-1.84,STATIONARY
35838,0.0500,1.16,0.18,STATIONARY
35903,0.1473,10.44,7.11,STATIONARY
35970,-0.0797,4.98,5.67,STATIONARY
36035,-0.0565,1.20,2.65,STATIONARY
36101,0.0626,5.12,4.32,STATIONARY
36168,0.0604,8.74,7.30,STATIONARY
36233,-0.0529,5.04,5.78,STATIONARY
36300,0.0274,6.57,6.31,STATIONARY
36365,0.0608,10.16,8.91,STATIONARY
36432,0.0082,10.27,9.83,STATIONARY
36498,-0.0084,9.33,9.49,STATIONARY
36563,0.1220,16.68,14.34,STATIONARY
36630,0.1284,24.15,20.96,STATIONARY
36696,0.0488,26.28,24.55,STATIONARY
36762,0.0596,29.00,27.55,STATIONARY
36827,0.0997,34.16,32.01,STATIONARY
36894,0.0679,37.10,35.44,STATIONARY
36960,0.0416,38.25,37.33,STATIONARY
37025,0.0542,40.15,39.24,STATIONARY
37091,0.0709,43.04,41.80,STATIONARY
37158,0.0288,43.14,42.71,STATIONARY
37223,0.0596,45.19,44.39,STATIONARY
37289,0.0425,46.08,45.53,STATIONARY
37356,0.0527,47.57,46.91,STATIONARY
37421,0.0384,48.10,47.71,STATIONARY
37488,0.0455,49.06,48.63,STATIONARY
37553,0.0381,49.52,49.23,STATIONARY
37620,0.0474,50.54,50.11,UP
37685,0.0235,52.09,51.45,UP
