time_ms,original_az,accel_z_mps2,velocity_mm_s,smooth_mm_s,direction
2376,-0.0018,0.0000,0.00,0.00,STATIONARY
2442,0.0068,0.0000,0.00,0.00,STATIONARY
2508,-0.0011,0.0000,0.00,0.00,STATIONARY
2574,-0.0025,0.0000,0.00,0.00,STATIONARY
2639,-0.0076,0.0000,0.00,0.00,STATIONARY
2706,0.0223,0.0000,0.00,0.00,STATIONARY
2771,-0.0137,0.0000,0.00,0.00,STATIONARY
2838,0.0278,0.0000,0.00,0.00,STATIONARY
2903,-0.0021,0.0000,0.00,0.00,STATIONARY
2970,0.0012,0.0000,0.00,0.00,STATIONARY
3036,-0.0097,0.0000,0.00,0.00,STATIONARY
3102,-0.0214,0.0000,0.00,0.00,STATIONARY
3168,-0.0089,0.0000,0.00,0.00,STATIONARY
3234,-0.0101,0.0000,0.00,0.00,STATIONARY
3299,-0.0046,0.0000,0.00,0.00,STATIONARY
3366,-0.0508,0.0000,0.00,0.00,STATIONARY
3432,-0.0798,0.0000,0.00,0.00,STATIONARY
3497,-0.1048,0.0000,0.00,0.00,STATIONARY
3564,-0.0998,0.0000,0.00,0.00,STATIONARY
3630,-0.1095,0.0000,-6.59,-4.44,STATIONARY
3696,-0.1392,0.0000,-6.59,-5.89,STATIONARY
3761,-0.1186,0.0000,-6.59,-6.36,STATIONARY
3828,-0.1497,0.0000,-40.71,-29.54,STATIONARY
3894,-0.1387,-0.1387,-49.87,-43.25,STATIONARY
3960,-0.2111,-0.2111,-63.80,-57.11,STATIONARY
4026,-0.3189,-0.3189,-84.85,-75.83,STATIONARY
4092,-0.3396,-0.3396,-107.27,-97.04,STATIONARY
4158,-0.3236,-0.3236,-128.62,-118.35,DOWN
4223,-0.3756,-0.3756,-153.41,-142.00,DOWN
4290,-0.3794,-0.3794,-178.45,-166.59,DOWN
4356,-0.4164,-0.4164,-205.94,-193.14,DOWN
4422,-0.4110,-0.4110,-233.06,-220.07,DOWN
4488,-0.4494,-0.4494,-262.72,-248.85,DOWN
4554,-0.4750,-0.4750,-294.07,-279.36,DOWN
4620,-0.4492,-0.4492,-323.72,-309.28,DOWN
4686,-0.4968,-0.4968,-356.51,-341.14,DOWN
4752,-0.5154,-0.5154,-390.53,-374.46,DOWN
4818,-0.5393,-0.5393,-426.12,-409.31,DOWN
4884,-0.5193,-0.5193,-460.40,-443.77,DOWN
4949,-0.5656,-0.5656,-497.72,-480.17,DOWN
5016,-0.5893,-0.5893,-536.62,-518.25,DOWN
5082,-0.5801,-0.5801,-574.91,-556.47,DOWN
5148,-0.6116,-0.6116,-615.27,-596.14,DOWN
5214,-0.6301,-0.6301,-656.86,-637.10,DOWN
5280,-0.6335,-0.6335,-698.67,-678.64,DOWN
5346,-0.6620,-0.6620,-742.36,-721.63,DOWN
5411,-0.6923,-0.6923,-788.05,-766.44,DOWN
5478,-0.6943,-0.6943,-833.88,-811.94,DOWN
5544,-0.5694,-0.5694,-871.46,-852.09,DOWN
5610,-0.5225,-0.5225,-905.94,-888.42,DOWN
5676,-0.4277,-0.4277,-934.17,-919.28,DOWN
5742,-0.3327,-0.3327,-956.12,-944.14,DOWN
5808,-0.2610,-0.2610,-973.35,-963.85,DOWN
5874,-0.2058,-0.2058,-986.94,-979.42,DOWN
5939,-0.0502,0.0000,-986.94,-984.49,DOWN
6006,-0.0307,0.0000,-986.94,-986.14,DOWN
6072,0.1112,0.0000,-992.28,-990.28,DOWN
6137,0.0623,0.0000,-992.28,-991.63,DOWN
6204,0.0310,0.0000,-992.28,-992.07,DOWN
6270,0.1125,0.0000,-986.12,-988.06,DOWN
6336,-0.0280,0.0000,-986.12,-986.75,DOWN
6402,0.0781,0.0000,-986.12,-986.33,DOWN
6468,0.0402,0.0000,-986.12,-986.19,DOWN
6534,-0.0057,0.0000,-986.12,-986.15,DOWN
6599,0.1083,0.0000,-980.54,-982.37,DOWN
6666,-0.0071,0.0000,-980.54,-981.14,DOWN
6732,0.0135,0.0000,-980.54,-980.74,DOWN
6798,-0.0029,0.0000,-980.54,-980.61,DOWN
6864,0.0361,0.0000,-980.54,-980.56,DOWN
6930,0.0101,0.0000,-980.54,-980.55,DOWN
6996,-0.0236,0.0000,-980.54,-980.54,DOWN
7062,0.0428,0.0000,-980.54,-980.54,DOWN
7128,-0.0340,0.0000,-980.54,-980.54,DOWN
7194,0.0519,0.0000,-980.54,-980.54,DOWN
7260,-0.0190,0.0000,-980.54,-980.54,DOWN
7326,0.0232,0.0000,-980.54,-980.54,DOWN
7392,-0.0277,0.0000,-980.54,-980.54,DOWN
7457,0.0247,0.0000,-980.54,-980.54,DOWN
7524,0.0339,0.0000,-980.54,-980.54,DOWN
7590,-0.0308,0.0000,-980.54,-980.54,DOWN
7656,0.0126,0.0000,-980.54,-980.54,DOWN
7722,-0.0428,0.0000,-980.54,-980.54,DOWN
7788,0.0401,0.0000,-980.54,-980.54,DOWN
7854,-0.0166,0.0000,-980.54,-980.54,DOWN
7920,0.0509,0.0000,-980.54,-980.54,DOWN
7986,-0.0450,0.0000,-980.54,-980.54,DOWN
8051,0.0030,0.0000,-980.54,-980.54,DOWN
8118,-0.0012,0.0000,-980.54,-980.54,DOWN
8184,-0.0306,0.0000,-980.54,-980.54,DOWN
8250,0.0213,0.0000,-980.54,-980.54,DOWN
8316,-0.0449,0.0000,-980.54,-980.54,DOWN
8382,0.0375,0.0000,-980.54,-980.54,DOWN
8448,-0.0313,0.0000,-980.54,-980.54,DOWN
8513,0.0494,0.0000,-980.54,-980.54,DOWN
8579,-0.0252,0.0000,-980.54,-980.54,DOWN
8646,0.0108,0.0000,-980.54,-980.54,DOWN
8712,-0.0043,0.0000,-980.54,-980.54,DOWN
8777,-0.0010,0.0000,-980.54,-980.54,DOWN
8844,0.0178,0.0000,-980.54,-980.54,DOWN
8910,0.0148,0.0000,-980.54,-980.54,DOWN
8976,0.0068,0.0000,-980.54,-980.54,DOWN
9042,-0.0262,0.0000,-980.54,-980.54,DOWN
9108,0.0199,0.0000,-980.54,-980.54,DOWN
9174,-0.0402,0.0000,-980.54,-980.54,DOWN
9239,0.0232,0.0000,-980.54,-980.54,DOWN
9306,0.0001,0.0000,-980.54,-980.54,DOWN
9372,-0.0193,0.0000,-980.54,-980.54,DOWN
9438,0.0096,0.0000,-980.54,-980.54,DOWN
9503,-0.0033,0.0000,-980.54,-980.54,DOWN
9569,-0.0206,0.0000,-980.54,-980.54,DOWN
9636,-0.0356,0.0000,-980.54,-980.54,DOWN
9702,0.0493,0.0000,-980.54,-980.54,DOWN
9768,-0.0355,0.0000,-980.54,-980.54,DOWN
9834,0.0307,0.0000,-980.54,-980.54,DOWN
9900,0.0008,0.0000,-980.54,-980.54,DOWN
9966,0.0269,0.0000,-980.54,-980.54,DOWN
10032,-0.0387,0.0000,-980.54,-980.54,DOWN
10098,0.0185,0.0000,-980.54,-980.54,DOWN
10164,-0.0057,0.0000,-980.54,-980.54,DOWN
10229,-0.0386,0.0000,-980.54,-980.54,DOWN
10296,0.0285,0.0000,-980.54,-980.54,DOWN
10362,-0.0189,0.0000,-980.54,-980.54,DOWN
10428,0.0328,0.0000,-980.54,-980.54,DOWN
10494,-0.0423,0.0000,-980.54,-980.54,DOWN
10559,0.0273,0.0000,-980.54,-980.54,DOWN
10626,-0.0215,0.0000,-980.54,-980.54,DOWN
10691,0.0403,0.0000,-980.54,-980.54,DOWN
10758,-0.0107,0.0000,-980.54,-980.54,DOWN
10824,-0.0154,0.0000,-980.54,-980.54,DOWN
10890,0.0125,0.0000,-980.54,-980.54,DOWN
10956,-0.0403,0.0000,-980.54,-980.54,DOWN
11022,0.0093,0.0000,-980.54,-980.54,DOWN
11088,-0.0172,0.0000,-980.54,-980.54,DOWN
11153,0.0368,0.0000,-980.54,-980.54,DOWN
11220,-0.0364,0.0000,-980.54,-980.54,DOWN
11286,0.0365,0.0000,-980.54,-980.54,DOWN
11352,-0.0149,0.0000,-980.54,-980.54,DOWN
11418,-0.0133,0.0000,-980.54,-980.54,DOWN
11484,0.0221,0.0000,-980.54,-980.54,DOWN
11550,-0.0160,0.0000,-980.54,-980.54,DOWN
11616,0.0465,0.0000,-980.54,-980.54,DOWN
11682,-0.0451,0.0000,-980.54,-980.54,DOWN
11748,0.0395,0.0000,-980.54,-980.54,DOWN
11814,-0.0021,0.0000,-980.54,-980.54,DOWN
11879,-0.0031,0.0000,-980.54,-980.54,DOWN
11946,-0.0141,0.0000,-980.54,-980.54,DOWN
12012,0.0216,0.0000,-980.54,-980.54,DOWN
12078,-0.0263,0.0000,-980.54,-980.54,DOWN
12144,-0.0208,0.0000,-980.54,-980.54,DOWN
12210,0.0193,0.0000,-980.54,-980.54,DOWN
12276,0.0178,0.0000,-980.54,-980.54,DOWN
12341,-0.0168,0.0000,-980.54,-980.54,DOWN
12408,-0.0180,0.0000,-980.54,-980.54,DOWN
12474,0.0170,0.0000,-980.54,-980.54,DOWN
12540,-0.0198,0.0000,-980.54,-980.54,DOWN
12606,0.0196,0.0000,-980.54,-980.54,DOWN
12672,0.0031,0.0000,-980.54,-980.54,DOWN
12738,-0.0179,0.0000,-980.54,-980.54,DOWN
12803,-0.0032,0.0000,-980.54,-980.54,DOWN
12870,-0.0130,0.0000,-980.54,-980.54,DOWN
12936,-0.0037,0.0000,-980.54,-980.54,DOWN
13002,-0.0051,0.0000,-980.54,-980.54,DOWN
13068,0.0092,0.0000,-980.54,-980.54,DOWN
13134,0.0096,0.0000,-980.54,-980.54,DOWN
13199,0.0067,0.0000,-980.54,-980.54,DOWN
13266,-0.0135,0.0000,-980.54,-980.54,DOWN
13332,0.0043,0.0000,-980.54,-980.54,DOWN
13398,-0.0112,0.0000,-980.54,-980.54,DOWN
13464,0.0051,0.0000,-980.54,-980.54,DOWN
13530,-0.0066,0.0000,-980.54,-980.54,DOWN
13596,0.0049,0.0000,-980.54,-980.54,DOWN
13662,0.0262,0.0000,-980.54,-980.54,DOWN
13728,-0.0504,0.0000,-980.54,-980.54,DOWN
13794,0.0274,0.0000,-980.54,-980.54,DOWN
13859,-0.0377,0.0000,-980.54,-980.54,DOWN
13926,-0.0181,0.0000,-980.54,-980.54,DOWN
13992,-0.0068,0.0000,-980.54,-980.54,DOWN
14058,0.0128,0.0000,-980.54,-980.54,DOWN
14124,-0.0107,0.0000,-980.54,-980.54,DOWN
14190,-0.0157,0.0000,-980.54,-980.54,DOWN
14256,0.0286,0.0000,-980.54,-980.54,DOWN
14322,-0.0070,0.0000,-980.54,-980.54,DOWN
14388,0.0750,0.0000,-980.54,-980.54,DOWN
14454,0.0334,0.0000,-980.54,-980.54,DOWN
14520,0.0883,0.0000,-980.54,-980.54,DOWN
14586,0.0370,0.0000,-980.54,-980.54,DOWN
14652,0.1110,0.0000,-980.54,-980.54,DOWN
14718,0.0329,0.0000,-980.54,-980.54,DOWN
14784,0.0933,0.0000,-980.54,-980.54,DOWN
14850,0.0885,0.0000,-980.54,-980.54,DOWN
14916,0.0386,0.0000,-980.54,-980.54,DOWN
14981,0.1182,0.0000,-963.83,-969.27,DOWN
15048,0.0665,0.0000,-963.83,-965.60,DOWN
15114,0.1109,0.0000,-959.44,-961.44,DOWN
15180,0.0793,0.0000,-959.44,-960.09,DOWN
15246,0.0862,0.0000,-959.44,-959.65,DOWN
15312,0.1016,0.0000,-948.52,-952.14,DOWN
15378,0.1039,0.0000,-948.52,-949.69,DOWN
15443,0.0721,0.0000,-948.52,-948.90,DOWN
15510,0.0950,0.0000,-948.52,-948.64,DOWN
15576,0.0820,0.0000,-948.52,-948.56,DOWN
15642,0.0688,0.0000,-948.52,-948.53,DOWN
15708,0.1319,0.0000,-927.53,-934.36,DOWN
15774,0.0330,0.0000,-927.53,-929.75,DOWN
15840,0.0995,0.0000,-927.53,-928.25,DOWN
15906,0.0692,0.0000,-927.53,-927.76,DOWN
15972,0.0954,0.0000,-927.53,-927.61,DOWN
16037,0.0450,0.0000,-927.53,-927.55,DOWN
16104,0.0866,0.0000,-927.53,-927.54,DOWN
16170,0.0903,0.0000,-927.53,-927.53,DOWN
16236,0.0602,0.0000,-927.53,-927.53,DOWN
16302,0.0781,0.0000,-927.53,-927.53,DOWN
16368,0.0197,0.0000,-927.53,-927.53,DOWN
16434,0.1245,0.0000,-927.53,-927.53,DOWN
16500,0.0273,0.0000,-927.53,-927.53,DOWN
16566,0.0885,0.0000,-927.53,-927.53,DOWN
16631,0.0209,0.0000,-927.53,-927.53,DOWN
16698,0.0840,0.0000,-927.53,-927.53,DOWN
16764,0.0239,0.0000,-927.53,-927.53,DOWN
16830,0.0686,0.0000,-927.53,-927.53,DOWN
16896,0.1220,0.0000,-906.86,-913.58,DOWN
16962,0.0159,0.0000,-906.86,-909.05,DOWN
17028,0.0691,0.0000,-906.86,-907.57,DOWN
17094,0.0305,0.0000,-906.86,-907.09,DOWN
17159,0.1070,0.0000,-899.24,-901.79,DOWN
17226,0.0245,0.0000,-899.24,-900.07,DOWN
17292,0.0590,0.0000,-899.24,-899.51,DOWN
17357,0.0201,0.0000,-899.24,-899.32,DOWN
17424,0.0197,0.0000,-899.24,-899.26,DOWN
17490,0.0376,0.0000,-899.24,-899.24,DOWN
17556,0.0291,0.0000,-899.24,-899.24,DOWN
17621,0.0719,0.0000,-899.24,-899.24,DOWN
17688,-0.0162,0.0000,-899.24,-899.24,DOWN
17754,0.0608,0.0000,-899.24,-899.24,DOWN
17820,-0.0027,0.0000,-899.24,-899.24,DOWN
17886,0.0371,0.0000,-899.24,-899.24,DOWN
17952,0.0209,0.0000,-899.24,-899.24,DOWN
18018,0.0420,0.0000,-899.24,-899.24,DOWN
18083,0.0855,0.0000,-899.24,-899.24,DOWN
18150,0.0942,0.0000,-899.24,-899.24,DOWN
18216,0.1771,0.0000,-899.24,-899.24,DOWN
18282,0.1552,0.0000,-899.24,-899.24,DOWN
18348,0.2774,0.0000,-899.24,-899.24,DOWN
18414,0.2191,0.0000,-844.53,-862.33,DOWN
18480,0.3829,0.3829,-819.26,-833.27,DOWN
18546,0.3898,0.3898,-793.53,-806.46,DOWN
18612,0.4052,0.4052,-766.79,-779.70,DOWN
18677,0.4573,0.4573,-736.60,-750.62,DOWN
18744,0.4575,0.4575,-706.41,-720.79,DOWN
18809,0.5774,0.5774,-668.30,-685.38,DOWN
18876,0.6312,0.6312,-626.64,-645.75,DOWN
18942,0.6386,0.6386,-584.49,-604.43,DOWN
19008,0.6978,0.6978,-538.44,-559.91,DOWN
19074,0.7368,0.7368,-489.81,-512.62,DOWN
19139,0.7617,0.7617,-439.54,-463.32,DOWN
19206,0.7763,0.7763,-388.30,-412.71,DOWN
19271,0.8408,0.8408,-332.81,-358.81,DOWN
19337,0.8082,0.8082,-279.47,-305.28,DOWN
19404,0.7139,0.7139,-232.35,-256.08,DOWN
19470,0.6470,0.6470,-189.65,-211.26,DOWN
19536,0.6171,0.6171,-148.92,-169.20,DOWN
19602,0.5835,0.5835,-110.41,-129.54,DOWN
19668,0.5184,0.5184,-76.19,-93.55,DOWN
19733,0.4526,0.4526,-46.32,-61.69,DOWN
19799,0.3782,0.3782,-21.36,-34.48,DOWN
19866,0.3544,0.3544,2.03,-9.85,DOWN
19932,0.3131,0.3131,22.70,12.11,DOWN
19997,0.2270,0.2270,37.68,29.36,DOWN
20064,0.1925,0.1925,50.39,43.55,DOWN
20130,0.1628,0.1628,61.14,55.42,DOWN
20196,0.0821,0.0000,61.14,59.28,DOWN
20262,-0.0068,0.0000,61.14,60.53,DOWN
20328,-0.0329,0.0000,61.14,60.94,DOWN
20394,0.0051,0.0000,61.14,61.07,DOWN
20459,-0.0182,0.0000,61.14,61.12,DOWN
20526,-0.0519,0.0000,61.14,61.13,DOWN
20592,-0.0465,0.0000,61.14,61.14,DOWN
20658,0.0157,0.0000,0.00,0.00,STATIONARY
20724,-0.0216,0.0000,0.00,0.00,STATIONARY
20790,-0.0289,0.0000,0.00,0.00,STATIONARY
20856,-0.0196,0.0000,0.00,0.00,STATIONARY
20922,0.0234,0.0000,0.00,0.00,STATIONARY
20988,-0.0126,0.0000,0.00,0.00,STATIONARY
21054,-0.0112,0.0000,0.00,0.00,STATIONARY
21120,0.0168,0.0000,0.00,0.00,STATIONARY
21186,0.0251,0.0000,0.00,0.00,STATIONARY
21252,-0.0213,0.0000,0.00,0.00,STATIONARY
21318,0.0391,0.0000,0.00,0.00,STATIONARY
21384,0.0432,0.0000,0.00,0.00,STATIONARY
21449,0.0067,0.0000,0.00,0.00,STATIONARY
21516,0.0294,0.0000,0.00,0.00,STATIONARY
21582,0.0323,0.0000,0.00,0.00,STATIONARY
21648,0.0229,0.0000,0.00,0.00,STATIONARY
21714,0.0053,0.0000,0.00,0.00,STATIONARY
21780,0.0191,0.0000,0.00,0.00,STATIONARY
21846,0.0438,0.0000,0.00,0.00,STATIONARY
21912,0.0129,0.0000,0.00,0.00,STATIONARY
21977,0.0277,0.0000,0.00,0.00,STATIONARY
22044,0.0211,0.0000,0.00,0.00,STATIONARY
22109,0.0175,0.0000,0.00,0.00,STATIONARY
22176,0.0237,0.0000,0.00,0.00,STATIONARY
22241,0.0010,0.0000,0.00,0.00,STATIONARY
22308,0.0517,0.0000,0.00,0.00,STATIONARY
22374,0.0472,0.0000,0.00,0.00,STATIONARY
22439,0.0512,0.0000,0.00,0.00,STATIONARY
22506,0.0704,0.0000,0.00,0.00,STATIONARY
22572,0.0865,0.0000,0.00,0.00,STATIONARY
22637,0.0960,0.0000,0.00,0.00,STATIONARY
22704,0.0983,0.0000,0.00,0.00,STATIONARY
22770,0.1142,0.0000,0.00,0.00,STATIONARY
22836,0.1321,0.0000,0.00,0.00,STATIONARY
22902,0.1378,0.0000,0.00,0.00,STATIONARY
22968,0.1410,0.0000,34.66,23.38,STATIONARY
23034,0.1282,0.1282,43.12,36.70,STATIONARY
23099,0.1154,0.1154,50.74,46.17,STATIONARY
23166,0.1099,0.1099,57.99,54.14,STATIONARY
23232,0.0819,0.0000,57.99,56.74,STATIONARY
23298,0.0377,0.0000,57.99,57.58,STATIONARY
23364,-0.0438,0.0000,57.99,57.86,STATIONARY
23430,0.0882,0.0000,57.99,57.95,STATIONARY
23496,0.0042,0.0000,57.99,57.97,STATIONARY
23561,0.0381,0.0000,57.99,57.98,STATIONARY
23628,0.0244,0.0000,57.99,57.99,STATIONARY
23694,0.0500,0.0000,57.99,57.99,STATIONARY
23760,0.0192,0.0000,57.99,57.99,STATIONARY
23826,0.0372,0.0000,57.99,57.99,STATIONARY
23892,0.0157,0.0000,57.99,57.99,STATIONARY
23958,0.0195,0.0000,57.99,57.99,STATIONARY
24023,0.0092,0.0000,57.99,57.99,STATIONARY
24090,0.0068,0.0000,57.99,57.99,STATIONARY
24156,0.0181,0.0000,57.99,57.99,STATIONARY
24222,0.0268,0.0000,57.99,57.99,STATIONARY
24288,0.0351,0.0000,57.99,57.99,STATIONARY
24354,0.0195,0.0000,57.99,57.99,STATIONARY
24419,0.0181,0.0000,57.99,57.99,STATIONARY
24486,0.0197,0.0000,57.99,57.99,STATIONARY
24552,-0.0078,0.0000,57.99,57.99,STATIONARY
24618,0.0043,0.0000,57.99,57.99,STATIONARY
24684,-0.0001,0.0000,57.99,57.99,STATIONARY
24749,-0.0072,0.0000,57.99,57.99,STATIONARY
24816,-0.0117,0.0000,57.99,57.99,STATIONARY
24882,-0.0213,0.0000,57.99,57.99,STATIONARY
24948,-0.0278,0.0000,57.99,57.99,STATIONARY
25013,-0.0161,0.0000,57.99,57.99,STATIONARY
25079,-0.0266,0.0000,57.99,57.99,STATIONARY
25146,-0.0376,0.0000,57.99,57.99,STATIONARY
25212,-0.0236,0.0000,57.99,57.99,STATIONARY
25278,-0.0171,0.0000,57.99,57.99,STATIONARY
25344,-0.0116,0.0000,57.99,57.99,STATIONARY
25410,-0.0786,0.0000,57.99,57.99,STATIONARY
25476,-0.0618,0.0000,57.99,57.99,STATIONARY
25541,-0.0228,0.0000,57.99,57.99,STATIONARY
25608,-0.0330,0.0000,57.99,57.99,STATIONARY
25674,-0.0814,0.0000,57.99,57.99,STATIONARY
25739,-0.0799,0.0000,57.99,57.99,STATIONARY
25806,0.0171,0.0000,57.99,57.99,STATIONARY
25872,0.0000,0.0000,57.99,57.99,STATIONARY
25937,-0.0662,0.0000,57.99,57.99,STATIONARY
26004,-0.0854,0.0000,57.99,57.99,STATIONARY
26069,0.0639,0.0000,57.99,57.99,STATIONARY
26136,-0.0069,0.0000,57.99,57.99,STATIONARY
26202,-0.0697,0.0000,57.99,57.99,STATIONARY
26268,-0.0173,0.0000,57.99,57.99,STATIONARY
26334,-0.0331,0.0000,57.99,57.99,STATIONARY
26400,-0.0093,0.0000,57.99,57.99,STATIONARY
26466,-0.0114,0.0000,57.99,57.99,STATIONARY
26532,-0.0296,0.0000,57.99,57.99,STATIONARY
26598,-0.0357,0.0000,57.99,57.99,STATIONARY
26663,-0.0008,0.0000,57.99,57.99,STATIONARY
26730,-0.0190,0.0000,57.99,57.99,STATIONARY
26796,0.0454,0.0000,57.99,57.99,STATIONARY
26862,-0.0441,0.0000,57.99,57.99,STATIONARY
26928,-0.0676,0.0000,57.99,57.99,STATIONARY
26994,-0.0235,0.0000,57.99,57.99,STATIONARY
27060,-0.0234,0.0000,57.99,57.99,STATIONARY
27126,-0.0287,0.0000,57.99,57.99,STATIONARY
27192,0.0173,0.0000,57.99,57.99,STATIONARY
27258,-0.0035,0.0000,57.99,57.99,STATIONARY
27324,-0.0062,0.0000,57.99,57.99,STATIONARY
27390,-0.0405,0.0000,57.99,57.99,STATIONARY
27456,-0.0252,0.0000,57.99,57.99,STATIONARY
27522,-0.0039,0.0000,57.99,57.99,STATIONARY
27588,-0.0241,0.0000,57.99,57.99,STATIONARY
27654,-0.0116,0.0000,57.99,57.99,STATIONARY
27720,-0.0268,0.0000,57.99,57.99,STATIONARY
27786,-0.0254,0.0000,57.99,57.99,STATIONARY
27851,-0.0106,0.0000,57.99,57.99,STATIONARY
27917,-0.0166,0.0000,57.99,57.99,STATIONARY
27984,-0.0199,0.0000,57.99,57.99,STATIONARY
28050,-0.0073,0.0000,57.99,57.99,STATIONARY
28116,-0.0106,0.0000,57.99,57.99,STATIONARY
28182,-0.0241,0.0000,57.99,57.99,STATIONARY
28248,-0.0057,0.0000,57.99,57.99,STATIONARY
28314,-0.0193,0.0000,57.99,57.99,STATIONARY
28379,-0.0204,0.0000,57.99,57.99,STATIONARY
28446,-0.0107,0.0000,57.99,57.99,STATIONARY
28512,-0.0210,0.0000,57.99,57.99,STATIONARY
28577,-0.0234,0.0000,57.99,57.99,STATIONARY
28644,-0.0115,0.0000,57.99,57.99,STATIONARY
28710,-0.0183,0.0000,57.99,57.99,STATIONARY
28776,-0.0020,0.0000,57.99,57.99,STATIONARY
28842,-0.0109,0.0000,57.99,57.99,STATIONARY
28908,-0.0159,0.0000,57.99,57.99,STATIONARY
28974,-0.0011,0.0000,57.99,57.99,STATIONARY
29039,-0.0148,0.0000,57.99,57.99,STATIONARY
29106,-0.0149,0.0000,57.99,57.99,STATIONARY
29172,-0.0124,0.0000,57.99,57.99,STATIONARY
29238,0.0034,0.0000,57.99,57.99,STATIONARY
29303,-0.0069,0.0000,57.99,57.99,STATIONARY
29370,-0.0100,0.0000,57.99,57.99,STATIONARY
29436,-0.0156,0.0000,57.99,57.99,STATIONARY
29502,-0.0196,0.0000,57.99,57.99,STATIONARY
29568,-0.0171,0.0000,57.99,57.99,STATIONARY
29634,0.0019,0.0000,57.99,57.99,STATIONARY
29700,0.0024,0.0000,57.99,57.99,STATIONARY
29766,-0.0073,0.0000,57.99,57.99,STATIONARY
29832,-0.0146,0.0000,57.99,57.99,STATIONARY
29897,-0.0085,0.0000,57.99,57.99,STATIONARY
29964,-0.0225,0.0000,57.99,57.99,STATIONARY
30029,-0.0190,0.0000,57.99,57.99,STATIONARY
30096,-0.0002,0.0000,57.99,57.99,STATIONARY
30162,-0.0064,0.0000,57.99,57.99,STATIONARY
30228,-0.0033,0.0000,57.99,57.99,STATIONARY
30294,-0.0003,0.0000,57.99,57.99,STATIONARY
30359,-0.0148,0.0000,57.99,57.99,STATIONARY
30426,-0.0124,0.0000,57.99,57.99,STATIONARY
30491,-0.0164,0.0000,57.99,57.99,STATIONARY
30558,-0.0051,0.0000,57.99,57.99,STATIONARY
30624,-0.0068,0.0000,57.99,57.99,STATIONARY
30690,-0.0134,0.0000,57.99,57.99,STATIONARY
30756,-0.0215,0.0000,57.99,57.99,STATIONARY
30822,-0.0116,0.0000,57.99,57.99,STATIONARY
30888,-0.0141,0.0000,57.99,57.99,STATIONARY
30954,-0.0002,0.0000,57.99,57.99,STATIONARY
31019,-0.0172,0.0000,57.99,57.99,STATIONARY
31086,0.0064,0.0000,57.99,57.99,STATIONARY
31152,0.0123,0.0000,57.99,57.99,STATIONARY
31217,-0.0124,0.0000,57.99,57.99,STATIONARY
31284,-0.0139,0.0000,57.99,57.99,STATIONARY
31350,-0.0008,0.0000,57.99,57.99,STATIONARY
31416,0.0064,0.0000,57.99,57.99,STATIONARY
31482,-0.0141,0.0000,57.99,57.99,STATIONARY
31548,-0.0095,0.0000,57.99,57.99,STATIONARY
31614,-0.0238,0.0000,57.99,57.99,STATIONARY
31679,-0.0281,0.0000,57.99,57.99,STATIONARY
31746,0.0062,0.0000,57.99,57.99,STATIONARY
31812,0.0088,0.0000,57.99,57.99,STATIONARY
31878,-0.0045,0.0000,57.99,57.99,STATIONARY
31944,0.0201,0.0000,57.99,57.99,STATIONARY
32010,0.0359,0.0000,57.99,57.99,STATIONARY
32076,-0.0064,0.0000,57.99,57.99,STATIONARY
