time_ms,accel_z_mps2,velocity_mm_s,smooth_mm_s,direction
12737,0.1721,-78.03,-87.99,UP
12803,-0.0256,-76.54,-80.27,UP
12870,0.0563,-69.93,-73.29,UP
12935,-0.0810,-72.28,-72.61,UP
13002,0.0319,-67.38,-69.08,UP
13067,-0.0447,-67.53,-68.03,UP
13134,0.1622,-54.56,-58.94,UP
13199,-0.0999,-58.72,-58.79,UP
13265,0.3317,-35.36,-42.98,UP
13332,-0.2836,-51.92,-49.01,UP
13398,0.1969,-37.38,-41.16,UP
13464,-0.3270,-56.61,-51.58,UP
13530,0.0063,-53.96,-53.19,UP
13596,-0.4214,-78.52,-70.28,UP
13662,-0.8467,-129.05,-109.93,UP
13727,-0.7661,-172.46,-152.11,UP
13793,4.5764,124.42,34.45,UP
13860,2.1381,254.97,183.22,UP
13925,-3.9464,-5.26,56.07,UP
13992,-3.7882,-245.12,-147.13,UP
14058,4.4501,46.65,-16.40,UP
14124,1.0442,110.97,69.53,UP
14190,-4.3993,-172.24,-93.58,UP
14255,-1.4064,-254.51,-202.15,UP
14322,5.4453,100.72,2.18,UP
14387,3.0694,291.22,197.17,UP
14453,-4.6789,-16.89,52.76,UP
14520,-4.9100,-327.38,-203.69,UP
14586,2.6769,-144.70,-163.90,UP
14652,5.2148,191.53,75.89,UP
14717,-1.6669,78.27,77.50,UP
14784,-4.6673,-220.63,-123.63,UP
14849,0.6889,-168.19,-153.69,UP
14915,2.3637,-11.70,-57.90,UP
14982,0.2247,3.00,-16.81,UP
15048,0.3870,27.41,13.02,UP
15113,0.0545,29.77,24.32,UP
15180,-0.2539,12.50,16.34,UP
15245,-0.1119,4.90,8.63,UP
15312,-0.4592,-24.39,-13.65,UP
15377,0.1486,-14.00,-13.89,UP
15444,-0.1307,-21.72,-19.17,UP
15510,0.0160,-19.85,-19.63,UP
15575,0.1751,-7.96,-11.76,UP
15642,-0.0323,-9.69,-10.36,UP
15707,0.1381,-0.55,-3.74,UP
15774,0.0158,0.48,-0.90,UP
15840,0.0974,6.63,4.18,UP
15905,0.0820,11.56,9.16,UP
15972,-0.1694,0.36,3.22,UP
16037,0.2429,0.00,0.00,STATIONARY
16104,-0.0836,-5.30,-3.58,STATIONARY
16169,-0.0693,-9.48,-7.56,STATIONARY
16236,0.0678,-4.80,-5.70,STATIONARY
16302,-0.2337,-19.43,-14.97,STATIONARY
16367,0.3805,5.44,-1.20,STATIONARY
16434,-0.2127,-8.25,-5.96,STATIONARY
16500,-0.0812,-13.07,-10.76,STATIONARY
