time_ms,accel_z_mps2,velocity_mm_s,smooth_mm_s,direction
7722,0.0809,-44.10,-46.67,DOWN
7788,0.0716,-37.81,-40.69,DOWN
7854,0.1430,-27.24,-31.62,DOWN
7920,0.1529,-16.47,-21.40,DOWN
7986,0.1864,-4.00,-9.66,DOWN
8052,0.1683,6.82,1.46,DOWN
8118,0.2261,20.87,14.55,DOWN
8184,0.1578,30.04,25.00,DOWN
8250,0.1305,0.00,0.00,STATIONARY
8316,0.1278,8.10,5.47,STATIONARY
8382,0.0423,10.46,8.84,STATIONARY
8448,0.0815,15.21,13.14,STATIONARY
8514,0.0170,15.69,14.86,STATIONARY
8580,0.0306,17.00,16.30,STATIONARY
8646,0.0301,18.23,17.60,STATIONARY
8712,-0.0456,14.62,15.59,STATIONARY
8778,0.0284,15.83,15.75,STATIONARY
8844,-0.0596,11.43,12.83,STATIONARY
8910,0.0083,11.50,11.93,STATIONARY
8976,-0.0019,10.92,11.25,STATIONARY
9042,0.0007,10.53,10.77,STATIONARY
9108,-0.0027,9.94,10.21,STATIONARY
9174,-0.0260,7.90,8.65,STATIONARY
9240,0.0246,9.14,8.98,STATIONARY
9306,-0.0294,6.91,7.59,STATIONARY
9372,0.0187,7.83,7.75,STATIONARY
9438,-0.0044,7.24,7.40,STATIONARY
9504,-0.0052,6.62,6.87,STATIONARY
9570,0.0200,7.63,7.38,STATIONARY
9636,-0.0255,5.70,6.25,STATIONARY
9702,0.0021,5.61,5.82,STATIONARY
9768,-0.0314,3.40,4.19,STATIONARY
9834,0.0287,5.08,4.79,STATIONARY
9900,-0.0442,2.07,2.96,STATIONARY
9966,0.0344,4.17,3.78,STATIONARY
10032,-0.0156,3.02,3.27,STATIONARY
10098,0.0051,3.22,3.24,STATIONARY
10164,-0.0041,2.83,2.97,STATIONARY
10230,0.0112,3.43,3.28,STATIONARY
10296,0.0028,3.47,3.40,STATIONARY
10362,-0.0201,2.06,2.50,STATIONARY
10428,0.0479,5.01,4.19,STATIONARY
10494,-0.0319,2.79,3.25,STATIONARY
10560,0.0220,4.07,3.80,STATIONARY
10626,-0.0292,2.06,2.63,STATIONARY
10692,0.0135,2.84,2.77,STATIONARY
10758,-0.0032,2.52,2.60,STATIONARY
10824,0.0099,3.05,2.90,STATIONARY
10890,0.0039,3.18,3.09,STATIONARY
10956,-0.0183,1.89,2.28,STATIONARY
11022,0.0269,3.51,3.11,STATIONARY
11088,-0.0431,0.64,1.45,STATIONARY
11154,0.0267,2.31,2.03,STATIONARY
11220,-0.0077,1.73,1.83,STATIONARY
11286,0.0190,2.87,2.53,STATIONARY
11352,-0.0163,1.72,1.98,STATIONARY
11418,0.0078,2.15,2.09,STATIONARY
11484,-0.0133,1.22,1.50,STATIONARY
11550,-0.0052,0.84,1.06,STATIONARY
11616,0.0391,3.29,2.56,STATIONARY
11682,-0.0396,0.64,1.27,STATIONARY
11748,0.0337,2.75,2.27,STATIONARY
11814,-0.0131,1.81,1.96,STATIONARY
11880,0.0247,3.31,2.87,STATIONARY
11946,-0.0331,1.08,1.66,STATIONARY
12012,0.0155,2.02,1.90,STATIONARY
12078,-0.0025,1.78,1.82,STATIONARY
12144,-0.0130,0.89,1.19,STATIONARY
12210,0.0171,1.94,1.70,STATIONARY
12276,-0.0053,1.53,1.58,STATIONARY
12342,0.0149,2.41,2.14,STATIONARY
12408,-0.0300,0.41,0.97,STATIONARY
12474,0.0367,2.72,2.15,STATIONARY
12539,-0.0254,1.00,1.38,STATIONARY
12606,0.0125,1.76,1.63,STATIONARY
12672,-0.0306,-0.25,0.36,STATIONARY
12738,0.0233,1.24,0.95,STATIONARY
12804,-0.0005,1.15,1.09,STATIONARY
12870,-0.0159,0.10,0.42,STATIONARY
12936,0.0215,1.46,1.12,STATIONARY
13002,-0.0233,-0.08,0.31,STATIONARY
13068,0.0288,1.75,1.28,STATIONARY
13134,-0.0402,-0.87,-0.17,STATIONARY
13200,0.0495,2.30,1.50,STATIONARY
13266,-0.0224,0.79,1.02,STATIONARY
13332,0.0087,1.31,1.22,STATIONARY
13398,-0.0086,0.71,0.88,STATIONARY
13464,-0.0154,-0.29,0.09,STATIONARY
13530,-0.0004,-0.30,-0.18,STATIONARY
13596,-0.0147,-1.22,-0.88,STATIONARY
13662,0.0225,0.25,-0.12,STATIONARY
13728,-0.0092,-0.34,-0.27,STATIONARY
13794,-0.0066,-0.74,-0.59,STATIONARY
13860,-0.0117,-1.45,-1.17,STATIONARY
13926,0.0383,1.03,0.32,STATIONARY
13992,-0.0081,0.48,0.43,STATIONARY
14058,-0.0025,0.30,0.34,STATIONARY
14124,0.0066,0.71,0.59,STATIONARY
14190,-0.0091,0.11,0.26,STATIONARY
14256,-0.0023,-0.04,0.06,STATIONARY
14322,-0.0072,-0.50,-0.32,STATIONARY
14388,0.0066,-0.06,-0.14,STATIONARY
14454,-0.0022,-0.19,-0.18,STATIONARY
14520,0.0003,-0.17,-0.17,STATIONARY
14586,-0.0067,-0.59,-0.45,STATIONARY
14652,0.0287,1.26,0.70,STATIONARY
14718,-0.0130,0.38,0.48,STATIONARY
14784,-0.0065,-0.05,0.12,STATIONARY
14850,-0.0026,-0.21,-0.10,STATIONARY
14916,0.0205,1.09,0.70,STATIONARY
14982,-0.0220,-0.35,-0.00,STATIONARY
15048,-0.0095,-0.93,-0.63,STATIONARY
15114,0.0201,0.38,0.05,STATIONARY
15180,-0.0021,0.24,0.18,STATIONARY
15246,0.0225,1.65,1.17,STATIONARY
15312,-0.0326,-0.48,0.06,STATIONARY
15378,0.0384,1.97,1.35,STATIONARY
15444,-0.0163,0.86,1.02,STATIONARY
15510,0.0044,1.10,1.08,STATIONARY
15576,0.0135,1.92,1.64,STATIONARY
15642,-0.0065,1.43,1.50,STATIONARY
15708,0.0190,2.58,2.23,STATIONARY
15774,-0.0460,-0.44,0.43,STATIONARY
15840,0.0316,1.58,1.20,STATIONARY
15906,-0.0036,1.29,1.26,STATIONARY
15972,-0.0044,0.96,1.05,STATIONARY
16038,-0.0305,-1.02,-0.34,STATIONARY
16104,0.0329,1.11,0.63,STATIONARY
16170,-0.0038,0.82,0.76,STATIONARY
16236,-0.0461,-2.13,-1.19,STATIONARY
16302,0.0356,0.21,-0.24,STATIONARY
16368,-0.0271,-1.51,-1.10,STATIONARY
16434,0.0255,0.16,-0.25,STATIONARY
16500,-0.0050,-0.16,-0.19,STATIONARY
16566,0.0248,1.42,0.90,STATIONARY
16632,-0.0401,-1.18,-0.50,STATIONARY
16698,0.0048,-0.83,-0.72,STATIONARY
16764,0.0266,0.89,0.37,STATIONARY
16830,-0.0114,0.13,0.21,STATIONARY
16896,-0.0166,-0.93,-0.56,STATIONARY
16962,-0.0201,-2.16,-1.64,STATIONARY
17028,0.0387,0.37,-0.28,STATIONARY
17094,-0.0303,-1.56,-1.15,STATIONARY
17160,0.0197,-0.25,-0.54,STATIONARY
17226,-0.0245,-1.80,-1.39,STATIONARY
17292,0.0114,-1.00,-1.13,STATIONARY
17358,0.0065,-0.55,-0.74,STATIONARY
17424,0.0139,0.35,-0.00,STATIONARY
17490,0.0141,1.23,0.83,STATIONARY
17556,-0.0246,-0.37,0.02,STATIONARY
17622,0.0184,0.81,0.55,STATIONARY
17688,-0.0144,-0.14,0.09,STATIONARY
17753,0.0194,1.10,0.77,STATIONARY
17820,-0.0289,-0.78,-0.27,STATIONARY
17886,0.0325,1.31,0.80,STATIONARY
17952,-0.0219,-0.13,0.17,STATIONARY
18018,0.0020,0.01,0.06,STATIONARY
18084,-0.0032,-0.20,-0.11,STATIONARY
18150,-0.0147,-1.12,-0.79,STATIONARY
18216,0.0156,-0.09,-0.32,STATIONARY
18282,-0.0140,-0.97,-0.76,STATIONARY
18348,0.0184,0.23,-0.09,STATIONARY
18414,-0.0185,-0.95,-0.67,STATIONARY
18480,0.0228,0.53,0.14,STATIONARY
18546,-0.0129,-0.31,-0.16,STATIONARY
18612,0.0100,0.34,0.17,STATIONARY
18678,-0.0242,-1.21,-0.76,STATIONARY
18744,0.0006,-1.12,-1.01,STATIONARY
18810,0.0560,2.47,1.34,STATIONARY
18876,-0.0247,0.81,0.98,STATIONARY
18942,-0.0083,0.25,0.49,STATIONARY
19008,-0.0088,-0.32,-0.06,STATIONARY
19074,0.0314,1.68,1.11,STATIONARY
19140,-0.0502,-1.57,-0.69,STATIONARY
19206,0.0354,0.74,0.27,STATIONARY
19272,-0.0103,0.05,0.12,STATIONARY
19338,0.0074,0.52,0.39,STATIONARY
19404,0.0005,0.53,0.49,STATIONARY
19470,-0.0339,-1.64,-0.95,STATIONARY
19536,0.0222,-0.17,-0.42,STATIONARY
19602,-0.0172,-1.25,-0.98,STATIONARY
19668,0.0363,1.10,0.42,STATIONARY
19734,-0.0416,-1.58,-0.93,STATIONARY
19800,0.0330,0.58,0.09,STATIONARY
19866,-0.0157,-0.44,-0.27,STATIONARY
19932,0.0120,0.34,0.14,STATIONARY
19998,-0.0164,-0.71,-0.44,STATIONARY
20064,-0.0024,-0.84,-0.71,STATIONARY
20130,0.0159,0.20,-0.09,STATIONARY
20196,-0.0101,-0.44,-0.33,STATIONARY
20262,0.0594,3.34,2.14,STATIONARY
20328,0.0294,5.07,4.11,STATIONARY
20393,0.1027,11.37,9.01,STATIONARY
20460,0.0225,12.35,11.26,STATIONARY
20526,0.0995,18.16,15.91,STATIONARY
20592,0.0855,22.85,20.60,STATIONARY
20658,0.1658,32.45,28.59,STATIONARY
20724,0.0860,36.61,34.00,STATIONARY
20790,0.0869,40.66,38.49,STATIONARY
20856,0.1221,46.78,44.08,STATIONARY
20922,0.0858,50.35,48.31,STATIONARY
20988,0.1312,56.66,53.94,UP
21054,0.1151,61.70,59.17,UP
21120,0.0832,64.51,62.77,UP
21186,0.1149,69.23,67.13,UP
21252,0.1124,73.59,71.49,UP
21318,0.0705,75.13,73.94,UP
21384,0.1059,78.84,77.25,UP
21450,0.0974,81.88,80.37,UP
21516,0.0087,79.17,79.56,UP
21582,-0.0182,74.86,76.39,UP
21648,-0.0549,68.40,71.00,UP
21714,-0.1114,58.62,62.64,UP
21780,-0.0987,50.03,54.13,UP
21846,-0.0964,41.93,45.90,UP
21912,-0.1287,32.10,36.59,UP
21978,-0.1247,22.91,27.36,UP
22044,-0.1259,14.03,18.37,UP
22110,-0.1166,6.08,10.08,UP
22176,-0.1203,-1.78,2.08,UP
22242,-0.1323,-10.10,-6.14,UP
22308,-0.1258,-17.67,-13.92,UP
22374,-0.1243,0.00,0.00,STATIONARY
22440,-0.1409,-8.93,-6.02,STATIONARY
22506,-0.1135,-15.77,-12.60,STATIONARY
22572,-0.0700,-19.58,-17.31,STATIONARY
22638,-0.0569,-22.40,-20.74,STATIONARY
22704,-0.0424,-24.20,-23.07,STATIONARY
22770,-0.0226,-24.66,-24.15,STATIONARY
22836,-0.0068,-24.11,-24.12,STATIONARY
22902,0.0053,-22.82,-23.24,STATIONARY
22968,-0.0182,-23.06,-23.12,STATIONARY
23034,0.0049,-21.83,-22.25,STATIONARY
23100,0.0114,-20.24,-20.89,STATIONARY
23166,-0.0096,-20.04,-20.32,STATIONARY
23232,0.0004,-19.22,-19.58,STATIONARY
23298,0.0063,-18.05,-18.55,STATIONARY
23364,0.0080,-16.83,-17.39,STATIONARY
23430,-0.0097,-16.77,-16.97,STATIONARY
23496,-0.0064,-16.51,-16.66,STATIONARY
23562,0.0321,-13.82,-14.74,STATIONARY
23628,0.0062,-12.87,-13.48,STATIONARY
23694,-0.0162,-13.39,-13.42,STATIONARY
23760,0.0146,-11.93,-12.41,STATIONARY
23826,0.0103,-10.80,-11.33,STATIONARY
23892,-0.0047,-10.67,-10.88,STATIONARY
23958,0.0020,-10.11,-10.36,STATIONARY
24024,0.0104,-9.05,-9.48,STATIONARY
24090,0.0050,-8.37,-8.73,STATIONARY
24156,-0.0047,-8.34,-8.47,STATIONARY
24222,0.0072,-7.56,-7.85,STATIONARY
24288,0.0156,-6.27,-6.78,STATIONARY
24353,0.0240,-4.50,-5.24,STATIONARY
24420,0.0070,-3.87,-4.32,STATIONARY
24486,0.0176,-2.60,-3.16,STATIONARY
24552,0.0413,0.12,-0.95,STATIONARY
24618,0.0160,1.13,0.46,STATIONARY
24684,0.0124,1.87,1.41,STATIONARY
24750,0.0475,4.80,3.70,STATIONARY
24816,0.0233,6.09,5.31,STATIONARY
24882,0.0346,8.04,7.15,STATIONARY
24948,0.0086,8.27,7.90,STATIONARY
25014,-0.0001,7.93,7.92,STATIONARY
25080,-0.0119,6.86,7.20,STATIONARY
25146,-0.0274,4.85,5.62,STATIONARY
25212,-0.0061,4.28,4.71,STATIONARY
25278,-0.0998,-2.22,0.04,STATIONARY
25344,-0.0101,-2.77,-1.85,STATIONARY
25410,-0.0120,-3.41,-2.91,STATIONARY
25476,-0.0275,-5.02,-4.33,STATIONARY
25542,-0.0092,-5.40,-5.06,STATIONARY
25608,-0.0248,-6.76,-6.20,STATIONARY
25673,-0.0044,-6.77,-6.59,STATIONARY
25740,0.0043,-6.23,-6.34,STATIONARY
25806,-0.0267,-7.67,-7.24,STATIONARY
25872,0.0162,-6.33,-6.63,STATIONARY
25938,-0.0043,-6.35,-6.44,STATIONARY
26004,-0.0061,-6.48,-6.47,STATIONARY
26070,-0.0039,-6.47,-6.47,STATIONARY
26136,-0.0125,-7.00,-6.83,STATIONARY
26202,0.0022,-6.58,-6.66,STATIONARY
26268,0.0115,-5.59,-5.94,STATIONARY
26334,0.0106,-4.70,-5.10,STATIONARY
26400,-0.0057,-4.87,-4.95,STATIONARY
26466,0.0008,-4.63,-4.73,STATIONARY
26532,-0.0051,-4.76,-4.75,STATIONARY
26598,0.0036,-4.35,-4.48,STATIONARY
26664,0.0004,-4.15,-4.25,STATIONARY
26730,0.0057,-3.62,-3.83,STATIONARY
26796,-0.0093,-4.06,-3.98,STATIONARY
26862,0.0077,-3.41,-3.60,STATIONARY
26928,0.0064,-2.87,-3.11,STATIONARY
26993,-0.0156,-3.75,-3.54,STATIONARY
27060,0.0175,-2.49,-2.83,STATIONARY
27126,-0.0008,-2.44,-2.57,STATIONARY
27192,-0.0285,-4.15,-3.64,STATIONARY
27258,-0.0093,-4.57,-4.27,STATIONARY
27324,0.0126,-3.60,-3.81,STATIONARY
27390,-0.0517,-6.73,-5.78,STATIONARY
27456,-0.0050,-6.78,-6.46,STATIONARY
27522,0.0446,-3.68,-4.59,STATIONARY
27588,0.0072,-3.08,-3.57,STATIONARY
27654,0.0262,-1.30,-2.04,STATIONARY
27720,0.0073,-0.78,-1.19,STATIONARY
27786,-0.0088,-1.31,-1.27,STATIONARY
27852,-0.0024,-1.41,-1.36,STATIONARY
27918,-0.0145,-2.27,-1.98,STATIONARY
27984,0.0841,3.14,1.48,STATIONARY
28050,-0.0007,2.97,2.49,STATIONARY
28116,-0.0431,0.12,0.89,STATIONARY
28182,-0.0254,-1.49,-0.72,STATIONARY
28248,0.0021,-1.30,-1.11,STATIONARY
28313,0.0221,0.15,-0.26,STATIONARY
28380,-0.0102,-0.50,-0.42,STATIONARY
28446,-0.0150,-1.43,-1.10,STATIONARY
28512,-0.0304,-3.30,-2.58,STATIONARY
28578,0.0296,-1.29,-1.71,STATIONARY
28644,0.0209,0.09,-0.50,STATIONARY
28710,0.0165,1.13,0.60,STATIONARY
28776,-0.0379,-1.32,-0.70,STATIONARY
28842,0.0570,2.34,1.35,STATIONARY
28908,-0.0148,1.31,1.32,STATIONARY
28974,-0.0506,-1.95,-0.89,STATIONARY
29040,0.0063,-1.47,-1.28,STATIONARY
29106,0.0282,0.37,-0.16,STATIONARY
29172,0.0129,1.17,0.74,STATIONARY
29238,0.0197,2.37,1.84,STATIONARY
29304,0.0084,2.81,2.50,STATIONARY
29370,-0.0255,1.09,1.55,STATIONARY
29436,0.0071,1.49,1.51,STATIONARY
29502,0.0060,1.82,1.72,STATIONARY
29568,-0.0291,-0.10,0.49,STATIONARY
29633,0.0091,0.48,0.48,STATIONARY
29700,-0.0382,-1.96,-1.17,STATIONARY
29766,0.0131,-1.05,-1.09,STATIONARY
29832,-0.0070,-1.45,-1.34,STATIONARY
29898,-0.0054,-1.74,-1.61,STATIONARY
29964,0.0070,-1.23,-1.35,STATIONARY
30030,-0.0055,-1.53,-1.47,STATIONARY
30096,-0.0002,-1.48,-1.47,STATIONARY
30162,0.0010,-1.36,-1.40,STATIONARY
30228,0.0002,-1.29,-1.32,STATIONARY
30294,-0.0030,-1.43,-1.40,STATIONARY
30360,0.0006,-1.33,-1.35,STATIONARY
30426,0.0114,-0.56,-0.82,STATIONARY
30492,0.0003,-0.52,-0.62,STATIONARY
30558,-0.0058,-0.87,-0.78,STATIONARY
30624,0.0037,-0.60,-0.66,STATIONARY
30690,0.0022,-0.44,-0.51,STATIONARY
30756,-0.0021,-0.55,-0.54,STATIONARY
30822,0.0020,-0.40,-0.45,STATIONARY
30888,0.0066,0.03,-0.13,STATIONARY
30954,-0.0050,-0.29,-0.24,STATIONARY
31020,0.0057,0.08,-0.02,STATIONARY
31086,-0.0012,0.00,-0.00,STATIONARY
31152,0.0058,0.37,0.25,STATIONARY
31218,-0.0142,-0.54,-0.28,STATIONARY
31284,0.0047,-0.22,-0.24,STATIONARY
31350,0.0101,0.43,0.21,STATIONARY
31416,-0.0118,-0.34,-0.16,STATIONARY
31482,0.0072,0.13,0.03,STATIONARY
31548,-0.0031,-0.07,-0.04,STATIONARY
31614,-0.0044,-0.35,-0.25,STATIONARY
31680,-0.0083,-0.86,-0.66,STATIONARY
31746,0.0037,-0.59,-0.61,STATIONARY
31812,-0.0120,-1.32,-1.09,STATIONARY
31878,0.0032,-1.07,-1.08,STATIONARY
31944,-0.0070,-1.47,-1.34,STATIONARY
32010,0.0013,-1.33,-1.33,STATIONARY
32076,0.0080,-0.77,-0.95,STATIONARY
32141,-0.0010,-0.80,-0.85,STATIONARY
32208,-0.0011,-0.84,-0.84,STATIONARY
32274,-0.0085,-1.35,-1.18,STATIONARY
32340,0.0125,-0.50,-0.72,STATIONARY
32406,-0.0115,-1.21,-1.05,STATIONARY
32472,0.0109,-0.47,-0.66,STATIONARY
32538,0.0118,0.29,-0.02,STATIONARY
32604,-0.0111,-0.42,-0.29,STATIONARY
32670,0.0080,0.11,-0.02,STATIONARY
32736,0.0025,0.26,0.17,STATIONARY
32802,0.0045,0.53,0.41,STATIONARY
32868,0.0077,1.00,0.81,STATIONARY
32934,-0.0032,0.76,0.78,STATIONARY
33000,-0.0053,0.39,0.52,STATIONARY
33066,-0.0025,0.22,0.32,STATIONARY
33132,-0.0025,0.06,0.14,STATIONARY
33198,0.0001,0.06,0.09,STATIONARY
33264,-0.0042,-0.21,-0.11,STATIONARY
33330,0.0033,0.01,-0.03,STATIONARY
33396,-0.0080,-0.50,-0.35,STATIONARY
33462,0.0184,0.68,0.35,STATIONARY
33528,-0.0037,0.42,0.40,STATIONARY
33594,-0.0162,-0.62,-0.29,STATIONARY
33660,0.0093,-0.01,-0.10,STATIONARY
33726,0.0260,1.64,1.08,STATIONARY
33792,0.0108,2.26,1.87,STATIONARY
33858,-0.0195,0.94,1.24,STATIONARY
33924,-0.0068,0.47,0.72,STATIONARY
33990,-0.0126,-0.35,-0.00,STATIONARY
34056,0.0027,-0.17,-0.11,STATIONARY
34122,0.0240,1.36,0.88,STATIONARY
34188,-0.0389,-1.16,-0.49,STATIONARY
34254,0.0015,-1.01,-0.84,STATIONARY
34320,0.0080,-0.47,-0.59,STATIONARY
34386,-0.0204,-1.74,-1.37,STATIONARY
34452,0.0154,-0.69,-0.91,STATIONARY
34518,-0.0102,-1.31,-1.18,STATIONARY
34584,-0.0158,-2.26,-1.91,STATIONARY
34650,0.0238,-0.67,-1.07,STATIONARY
34716,-0.0162,-1.67,-1.47,STATIONARY
34782,0.0093,-1.01,-1.16,STATIONARY
34848,-0.0063,-1.37,-1.30,STATIONARY
34914,0.0030,-1.12,-1.18,STATIONARY
34980,0.0432,1.66,0.73,STATIONARY
35046,-0.0572,-2.03,-1.13,STATIONARY
35112,0.0464,0.98,0.30,STATIONARY
35178,0.0265,2.62,1.87,STATIONARY
35244,0.0234,4.01,3.31,STATIONARY
35310,0.0248,5.42,4.73,STATIONARY
35376,0.0098,5.82,5.47,STATIONARY
35442,-0.0110,4.90,5.08,STATIONARY
35508,-0.0106,4.03,4.37,STATIONARY
35574,-0.0393,1.37,2.35,STATIONARY
35639,0.0161,2.34,2.34,STATIONARY
35706,-0.0471,-0.74,0.26,STATIONARY
35772,-0.0080,-1.22,-0.74,STATIONARY
35838,-0.0109,-1.86,-1.50,STATIONARY
35904,0.0086,-1.25,-1.33,STATIONARY
35970,0.0085,-0.66,-0.87,STATIONARY
36036,-0.0025,-0.79,-0.82,STATIONARY
36102,-0.0086,-1.30,-1.14,STATIONARY
36168,0.0029,-1.07,-1.09,STATIONARY
36234,0.0008,-0.97,-1.01,STATIONARY
36300,0.0046,-0.64,-0.76,STATIONARY
36366,0.0082,-0.09,-0.31,STATIONARY
36432,-0.0006,-0.13,-0.19,STATIONARY
36498,0.0161,0.89,0.54,STATIONARY
36564,0.0049,1.17,0.96,STATIONARY
36630,-0.0048,0.82,0.87,STATIONARY
36696,-0.0155,-0.19,0.15,STATIONARY
36762,-0.0022,-0.33,-0.17,STATIONARY
36828,-0.0154,-1.29,-0.93,STATIONARY
36894,0.0005,-1.21,-1.11,STATIONARY
36960,0.0313,0.83,0.19,STATIONARY
37026,0.1631,11.13,7.57,STATIONARY
37092,0.0130,11.51,10.23,STATIONARY
37158,-0.0861,5.60,7.10,STATIONARY
37224,0.0211,6.71,6.84,STATIONARY
37290,0.0770,11.32,9.86,STATIONARY
37356,-0.0144,9.96,9.93,STATIONARY
37422,-0.0481,6.51,7.62,STATIONARY
37488,0.0753,11.03,9.92,STATIONARY
37554,0.0402,13.14,12.09,STATIONARY
37620,-0.0097,12.00,12.03,STATIONARY
37686,0.0507,14.73,13.85,STATIONARY
37752,0.1538,23.89,20.63,STATIONARY
37818,0.1078,29.77,26.80,STATIONARY
37884,0.0375,30.96,29.61,STATIONARY
