time_ms,original_az,accel_z_mps2,velocity_mm_s,smooth_mm_s,direction
8976,0.0237,0.0000,-772.88,-772.88,DOWN
9042,-0.0016,0.0000,-772.88,-772.88,DOWN
9108,-0.0169,0.0000,-772.88,-772.88,DOWN
9174,-0.0242,0.0000,-772.88,-772.88,DOWN
9240,-0.0073,0.0000,-772.88,-772.88,DOWN
9306,-0.0076,0.0000,-772.88,-772.88,DOWN
9372,-0.0075,0.0000,-772.88,-772.88,DOWN
9438,-0.0267,0.0000,-772.88,-772.88,DOWN
9504,0.0057,0.0000,-772.88,-772.88,DOWN
9570,-0.0200,0.0000,-772.88,-772.88,DOWN
9636,0.0010,0.0000,-772.88,-772.88,DOWN
9702,-0.0199,0.0000,-772.88,-772.88,DOWN
9768,-0.0185,0.0000,-772.88,-772.88,DOWN
9834,-0.0139,0.0000,-772.88,-772.88,DOWN
9900,-0.0147,0.0000,-772.88,-772.88,DOWN
9966,-0.0528,0.0000,-772.88,-772.88,DOWN
10032,-0.0454,0.0000,-772.88,-772.88,DOWN
10098,-0.0373,0.0000,-772.88,-772.88,DOWN
10164,-0.0309,0.0000,-772.88,-772.88,DOWN
10230,-0.0656,0.0000,-772.88,-772.88,DOWN
10296,-0.0767,0.0000,-772.88,-772.88,DOWN
10362,-0.0725,0.0000,-787.06,-782.45,DOWN
10428,-0.0644,-0.0644,-791.31,-788.42,DOWN
10494,-0.0866,-0.0866,-797.02,-794.23,DOWN
10560,-0.0897,-0.0897,-802.95,-800.11,DOWN
10626,-0.0924,-0.0924,-809.04,-806.14,DOWN
10692,-0.0831,-0.0831,-814.53,-811.80,DOWN
10758,-0.0903,-0.0903,-820.48,-817.66,DOWN
10824,-0.0928,-0.0928,-826.61,-823.70,DOWN
10890,-0.1103,-0.1103,-833.89,-830.57,DOWN
10956,-0.1026,-0.1026,-840.66,-837.38,DOWN
11022,-0.1186,-0.1186,-848.48,-844.87,DOWN
11088,-0.1020,-0.1020,-855.21,-851.85,DOWN
11154,-0.0963,-0.0963,-861.57,-858.41,DOWN
11220,-0.1075,-0.1075,-868.66,-865.33,DOWN
11286,-0.1109,-0.1109,-875.98,-872.52,DOWN
11352,-0.0997,-0.0997,-882.56,-879.29,DOWN
11418,-0.1024,-0.1024,-889.32,-886.06,DOWN
11483,-0.1032,-0.1032,-896.13,-892.85,DOWN
11550,-0.1190,-0.1190,-903.98,-900.36,DOWN
11616,-0.1205,-0.1205,-911.94,-908.17,DOWN
11682,-0.1036,-0.1036,-918.77,-915.32,DOWN
11748,-0.1157,-0.1157,-926.41,-922.80,DOWN
11814,-0.1253,-0.1253,-934.68,-930.81,DOWN
11880,-0.1144,-0.1144,-942.23,-938.51,DOWN
11946,-0.1103,-0.1103,-949.51,-945.93,DOWN
12012,-0.1053,-0.1053,-956.45,-953.03,DOWN
12078,-0.1143,-0.1143,-964.00,-960.43,DOWN
12144,-0.1174,-0.1174,-971.74,-968.06,DOWN
12210,-0.0962,-0.0962,-978.09,-974.83,DOWN
12276,-0.1063,-0.1063,-985.11,-981.76,DOWN
12342,-0.1291,-0.1291,-993.63,-989.77,DOWN
12408,-0.1370,-0.1370,-1002.67,-998.47,DOWN
12474,-0.1140,-0.1140,-1010.19,-1006.38,DOWN
12540,-0.1128,-0.1128,-1017.64,-1013.97,DOWN
12606,-0.0965,-0.0965,-1024.00,-1020.74,DOWN
12672,-0.1210,-0.1210,-1031.99,-1028.33,DOWN
12738,-0.1162,-0.1162,-1039.66,-1035.98,DOWN
12804,-0.1198,-0.1198,-1047.57,-1043.80,DOWN
12870,-0.1010,-0.1010,-1054.24,-1050.84,DOWN
12936,-0.0938,-0.0938,-1060.43,-1057.31,DOWN
13002,-0.1088,-0.1088,-1067.61,-1064.26,DOWN
13068,-0.1191,-0.1191,-1075.48,-1071.83,DOWN
13134,-0.1059,-0.1059,-1082.47,-1079.00,DOWN
13200,-0.0936,-0.0936,-1088.65,-1085.51,DOWN
13266,-0.1243,-0.1243,-1096.85,-1093.16,DOWN
13332,-0.1199,-0.1199,-1104.76,-1100.99,DOWN
13398,-0.1154,-0.1154,-1112.38,-1108.67,DOWN
13464,-0.1120,-0.1120,-1119.77,-1116.16,DOWN
13530,-0.1041,-0.1041,-1126.64,-1123.23,DOWN
13596,-0.1041,-0.1041,-1133.51,-1130.17,DOWN
13662,-0.0971,-0.0971,-1139.92,-1136.75,DOWN
13728,-0.1054,-0.1054,-1146.88,-1143.58,DOWN
13794,-0.1023,-0.1023,-1153.63,-1150.36,DOWN
13860,-0.1051,-0.1051,-1160.57,-1157.25,DOWN
13926,-0.0984,-0.0984,-1167.06,-1163.87,DOWN
13992,-0.0964,-0.0964,-1173.42,-1170.31,DOWN
14058,-0.1155,-0.1155,-1181.05,-1177.55,DOWN
14124,-0.1038,-0.1038,-1187.90,-1184.53,DOWN
14190,-0.1332,-0.1332,-1196.69,-1192.73,DOWN
14256,-0.1023,-0.1023,-1203.44,-1199.95,DOWN
14322,-0.0817,-0.0817,-1208.83,-1205.94,DOWN
14388,-0.0909,-0.0909,-1214.83,-1211.93,DOWN
14454,-0.1024,-0.1024,-1221.59,-1218.45,DOWN
14520,-0.0946,-0.0946,-1227.83,-1224.78,DOWN
14586,-0.1087,-0.1087,-1235.01,-1231.68,DOWN
14652,-0.1095,-0.1095,-1242.24,-1238.80,DOWN
14718,-0.0928,-0.0928,-1248.36,-1245.25,DOWN
14784,-0.0997,-0.0997,-1254.94,-1251.79,DOWN
14850,-0.1260,-0.1260,-1263.26,-1259.53,DOWN
14916,-0.1061,-0.1061,-1270.26,-1266.77,DOWN
14982,-0.0948,-0.0948,-1276.52,-1273.34,DOWN
15048,-0.0857,-0.0857,-1282.18,-1279.30,DOWN
15114,-0.1127,-0.1127,-1289.61,-1286.26,DOWN
15180,-0.1167,-0.1167,-1297.31,-1293.71,DOWN
15246,-0.1098,-0.1098,-1304.56,-1301.03,DOWN
15312,-0.1004,-0.1004,-1311.18,-1307.88,DOWN
15378,-0.0770,-0.0770,-1316.27,-1313.54,DOWN
15444,-0.0879,-0.0879,-1322.07,-1319.29,DOWN
15510,-0.1090,-0.1090,-1329.26,-1326.02,DOWN
15576,-0.1025,-0.1025,-1336.02,-1332.77,DOWN
15642,-0.1066,-0.1066,-1343.06,-1339.71,DOWN
15708,-0.0990,-0.0990,-1349.60,-1346.38,DOWN
15774,-0.0981,-0.0981,-1356.07,-1352.92,DOWN
15840,-0.0920,-0.0920,-1362.14,-1359.14,DOWN
15906,-0.1056,-0.1056,-1369.12,-1365.87,DOWN
15972,-0.0904,-0.0904,-1375.08,-1372.09,DOWN
16038,-0.1012,-0.1012,-1381.76,-1378.61,DOWN
16104,-0.0792,-0.0792,-1386.99,-1384.26,DOWN
16170,-0.0910,-0.0910,-1393.00,-1390.16,DOWN
16236,-0.0925,-0.0925,-1399.11,-1396.20,DOWN
16302,-0.1119,-0.1119,-1406.49,-1403.14,DOWN
16368,-0.1028,-0.1028,-1413.27,-1409.98,DOWN
16434,-0.0831,-0.0831,-1418.76,-1415.90,DOWN
16500,-0.0923,-0.0923,-1424.85,-1421.94,DOWN
16566,-0.0946,-0.0946,-1431.09,-1428.11,DOWN
16632,-0.0971,-0.0971,-1437.50,-1434.45,DOWN
16698,-0.1239,-0.1239,-1445.68,-1442.02,DOWN
16764,-0.0838,-0.0838,-1451.21,-1448.22,DOWN
16830,-0.0824,-0.0824,-1456.65,-1453.91,DOWN
16896,-0.0827,-0.0827,-1462.10,-1459.44,DOWN
16962,-0.1039,-0.1039,-1468.96,-1465.86,DOWN
17028,-0.0922,-0.0922,-1475.05,-1472.06,DOWN
17094,-0.0959,-0.0959,-1481.38,-1478.35,DOWN
17160,-0.0945,-0.0945,-1487.62,-1484.60,DOWN
17226,-0.0814,-0.0814,-1492.99,-1490.26,DOWN
17292,-0.1007,-0.1007,-1499.63,-1496.59,DOWN
17358,-0.0989,-0.0989,-1506.16,-1503.05,DOWN
17424,-0.0990,-0.0990,-1512.69,-1509.55,DOWN
17490,-0.0932,-0.0932,-1518.84,-1515.82,DOWN
17556,-0.0985,-0.0985,-1525.34,-1522.24,DOWN
17622,-0.0990,-0.0990,-1531.87,-1528.74,DOWN
17688,-0.0947,-0.0947,-1538.12,-1535.07,DOWN
17754,-0.0720,-0.0720,-1542.88,-1540.34,DOWN
17820,-0.0794,-0.0794,-1548.12,-1545.59,DOWN
17886,-0.0771,-0.0771,-1553.21,-1550.73,DOWN
17952,-0.0803,-0.0803,-1558.50,-1555.97,DOWN
18018,-0.0942,-0.0942,-1564.72,-1561.87,DOWN
18084,-0.0901,-0.0901,-1570.66,-1567.80,DOWN
18150,-0.0907,-0.0907,-1576.65,-1573.77,DOWN
18216,-0.0897,-0.0897,-1582.57,-1579.70,DOWN
18282,-0.0722,-0.0722,-1587.33,-1584.85,DOWN
18348,-0.0878,-0.0878,-1593.13,-1590.43,DOWN
18414,-0.1053,-0.1053,-1600.08,-1596.94,DOWN
18480,-0.0932,-0.0932,-1606.22,-1603.20,DOWN
18546,-0.0879,-0.0879,-1612.03,-1609.16,DOWN
18612,-0.0794,-0.0794,-1617.27,-1614.63,DOWN
18678,-0.0942,-0.0942,-1623.48,-1620.60,DOWN
18744,-0.0949,-0.0949,-1629.75,-1626.77,DOWN
18810,-0.1186,-0.1186,-1637.57,-1634.06,DOWN
18876,-0.0901,-0.0901,-1643.52,-1640.44,DOWN
18942,-0.0723,-0.0723,-1648.29,-1645.74,DOWN
19008,-0.0788,-0.0788,-1653.50,-1650.97,DOWN
19074,-0.0971,-0.0971,-1659.90,-1657.00,DOWN
19140,-0.0982,-0.0982,-1666.38,-1663.33,DOWN
19206,-0.0871,-0.0871,-1672.13,-1669.27,DOWN
19272,-0.0733,-0.0733,-1676.97,-1674.47,DOWN
19338,-0.0781,-0.0781,-1682.13,-1679.63,DOWN
19404,-0.1090,-0.1090,-1689.32,-1686.17,DOWN
19470,-0.0984,-0.0984,-1695.81,-1692.67,DOWN
19536,-0.0980,-0.0980,-1702.28,-1699.16,DOWN
19602,-0.0711,-0.0711,-1706.98,-1704.43,DOWN
19668,-0.0875,-0.0875,-1712.75,-1710.04,DOWN
19734,-0.0932,-0.0932,-1718.90,-1716.02,DOWN
19800,-0.0982,-0.0982,-1725.38,-1722.34,DOWN
19866,-0.1034,-0.1034,-1732.21,-1729.00,DOWN
19932,-0.0759,-0.0759,-1737.22,-1734.55,DOWN
19998,-0.0702,-0.0702,-1741.86,-1739.48,DOWN
20064,-0.0853,-0.0853,-1747.48,-1744.88,DOWN
20130,-0.1069,-0.1069,-1754.54,-1751.39,DOWN
20196,-0.0923,-0.0923,-1760.63,-1757.62,DOWN
20262,-0.1031,-0.1031,-1767.43,-1764.24,DOWN
20328,-0.0721,-0.0721,-1772.20,-1769.61,DOWN
20394,-0.0734,-0.0734,-1777.04,-1774.62,DOWN
20460,-0.0887,-0.0887,-1782.89,-1780.20,DOWN
20526,-0.1014,-0.1014,-1789.58,-1786.53,DOWN
20592,-0.1159,-0.1159,-1797.23,-1793.75,DOWN
20658,-0.1148,-0.1148,-1804.81,-1801.21,DOWN
20724,-0.0768,-0.0768,-1809.88,-1807.06,DOWN
20790,-0.0796,-0.0796,-1815.13,-1812.51,DOWN
20856,-0.0926,-0.0926,-1821.24,-1818.40,DOWN
20922,-0.1164,-0.1164,-1828.92,-1825.50,DOWN
20988,-0.1298,-0.1298,-1837.49,-1833.59,DOWN
21054,-0.1069,-0.1069,-1844.54,-1840.98,DOWN
21120,-0.1254,-0.1254,-1852.82,-1848.97,DOWN
21186,-0.1153,-0.1153,-1860.43,-1856.70,DOWN
21252,-0.1269,-0.1269,-1868.81,-1864.87,DOWN
21318,-0.1335,-0.1335,-1877.62,-1873.47,DOWN
21384,-0.1342,-0.1342,-1886.48,-1882.25,DOWN
21450,-0.1387,-0.1387,-1895.63,-1891.28,DOWN
21516,-0.1464,-0.1464,-1905.29,-1900.73,DOWN
21582,-0.1386,-0.1386,-1914.44,-1909.98,DOWN
21648,-0.1518,-0.1518,-1924.46,-1919.75,DOWN
21714,-0.1500,-0.1500,-1934.36,-1929.60,DOWN
21780,-0.1426,-0.1426,-1943.77,-1939.16,DOWN
21846,-0.1462,-0.1462,-1953.42,-1948.78,DOWN
21912,-0.1651,-0.1651,-1964.32,-1959.26,DOWN
21978,-0.1619,-0.1619,-1975.00,-1969.88,DOWN
22044,-0.1579,-0.1579,-1985.42,-1980.37,DOWN
22110,-0.1424,-0.1424,-1994.82,-1990.12,DOWN
22176,-0.1581,-0.1581,-2005.26,-2000.33,DOWN
22242,-0.1441,-0.1441,-2014.77,-2010.07,DOWN
22308,-0.1675,-0.1675,-2025.82,-2020.70,DOWN
22374,-0.1630,-0.1630,-2036.58,-2031.41,DOWN
22440,-0.1629,-0.1629,-2047.33,-2042.15,DOWN
22506,-0.1468,-0.1468,-2057.02,-2052.18,DOWN
22572,-0.1566,-0.1566,-2067.36,-2062.42,DOWN
22638,-0.1402,-0.1402,-2076.61,-2071.99,DOWN
22704,-0.1530,-0.1530,-2086.71,-2081.92,DOWN
22770,-0.1600,-0.1600,-2097.27,-2092.28,DOWN
22836,-0.1397,-0.1397,-2106.50,-2101.87,DOWN
22902,-0.1315,-0.1315,-2115.18,-2110.85,DOWN
22968,-0.1412,-0.1412,-2124.49,-2120.05,DOWN
23034,-0.1418,-0.1418,-2133.85,-2129.36,DOWN
23100,-0.1647,-0.1647,-2144.73,-2139.73,DOWN
23166,-0.1291,-0.1291,-2153.25,-2148.85,DOWN
23232,-0.1393,-0.1393,-2162.44,-2158.02,DOWN
23298,-0.1545,-0.1545,-2172.64,-2167.88,DOWN
23364,-0.1555,-0.1555,-2182.90,-2178.01,DOWN
23430,-0.1407,-0.1407,-2192.18,-2187.57,DOWN
23496,-0.1247,-0.1247,-2200.41,-2196.24,DOWN
23562,-0.1341,-0.1341,-2209.27,-2205.03,DOWN
23628,-0.1287,-0.1287,-2217.76,-2213.62,DOWN
23694,-0.1548,-0.1548,-2227.98,-2223.30,DOWN
23760,-0.1328,-0.1328,-2236.74,-2232.37,DOWN
23826,-0.1246,-0.1246,-2244.97,-2240.87,DOWN
23892,-0.1343,-0.1343,-2253.83,-2249.61,DOWN
23958,-0.1301,-0.1301,-2262.42,-2258.25,DOWN
24024,-0.1395,-0.1395,-2271.62,-2267.27,DOWN
24090,-0.1295,-0.1295,-2280.17,-2275.97,DOWN
24156,-0.1360,-0.1360,-2289.15,-2284.86,DOWN
24222,-0.1243,-0.1243,-2297.35,-2293.29,DOWN
24288,-0.1289,-0.1289,-2305.86,-2301.77,DOWN
24354,-0.1345,-0.1345,-2314.73,-2310.52,DOWN
24420,-0.1313,-0.1313,-2323.40,-2319.21,DOWN
24486,-0.1401,-0.1401,-2332.65,-2328.27,DOWN
24552,-0.1425,-0.1425,-2342.05,-2337.57,DOWN
24618,-0.1340,-0.1340,-2350.90,-2346.56,DOWN
24684,-0.1170,-0.1170,-2358.61,-2354.69,DOWN
24750,-0.1111,-0.1111,-2365.94,-2362.28,DOWN
24816,-0.1430,-0.1430,-2375.38,-2371.12,DOWN
24882,-0.1469,-0.1469,-2385.08,-2380.54,DOWN
24948,-0.1210,-0.1210,-2393.07,-2388.99,DOWN
25014,-0.1127,-0.1127,-2400.51,-2396.76,DOWN
25080,-0.1265,-0.1265,-2408.86,-2404.92,DOWN
25146,-0.1142,-0.1142,-2416.40,-2412.66,DOWN
25212,-0.1260,-0.1260,-2424.71,-2420.79,DOWN
25278,-0.1291,-0.1291,-2433.23,-2429.18,DOWN
25344,-0.1187,-0.1187,-2441.06,-2437.20,DOWN
25410,-0.1162,-0.1162,-2448.74,-2444.98,DOWN
25476,-0.1248,-0.1248,-2456.97,-2453.07,DOWN
25542,-0.1311,-0.1311,-2465.62,-2461.54,DOWN
25608,-0.1290,-0.1290,-2474.13,-2470.04,DOWN
25674,-0.1038,-0.1038,-2480.99,-2477.42,DOWN
25740,-0.1186,-0.1186,-2488.82,-2485.11,DOWN
25806,-0.1490,-0.1490,-2498.65,-2494.25,DOWN
25872,-0.1292,-0.1292,-2507.18,-2502.97,DOWN
25938,-0.1268,-0.1268,-2515.55,-2511.46,DOWN
26004,-0.1261,-0.1261,-2523.87,-2519.83,DOWN
26070,-0.1286,-0.1286,-2532.36,-2528.28,DOWN
26136,-0.1164,-0.1164,-2540.05,-2536.22,DOWN
26202,-0.1263,-0.1263,-2548.38,-2544.42,DOWN
26268,-0.1301,-0.1301,-2556.96,-2552.88,DOWN
26334,-0.1150,-0.1150,-2564.55,-2560.75,DOWN
26400,-0.1288,-0.1288,-2573.05,-2569.05,DOWN
26466,-0.1174,-0.1174,-2580.80,-2576.98,DOWN
26532,-0.1255,-0.1255,-2589.08,-2585.14,DOWN
26598,-0.1324,-0.1324,-2597.82,-2593.69,DOWN
26664,-0.1339,-0.1339,-2606.66,-2602.44,DOWN
26729,-0.1241,-0.1241,-2614.85,-2610.81,DOWN
26796,-0.1049,-0.1049,-2621.77,-2618.20,DOWN
26862,-0.1070,-0.1070,-2628.83,-2625.37,DOWN
26928,-0.1138,-0.1138,-2636.34,-2632.77,DOWN
26994,-0.1425,-0.1425,-2645.74,-2641.52,DOWN
27060,-0.1163,-0.1163,-2653.42,-2649.55,DOWN
27126,-0.1105,-0.1105,-2660.71,-2657.08,DOWN
27192,-0.1233,-0.1233,-2668.85,-2665.02,DOWN
27258,-0.1186,-0.1186,-2676.68,-2672.89,DOWN
27324,-0.1084,-0.1084,-2683.84,-2680.28,DOWN
27390,-0.1035,-0.1035,-2690.67,-2687.28,DOWN
27456,-0.1167,-0.1167,-2698.37,-2694.76,DOWN
27522,-0.1133,-0.1133,-2705.84,-2702.24,DOWN
27588,-0.1275,-0.1275,-2714.26,-2710.35,DOWN
27654,-0.1165,-0.1165,-2721.95,-2718.18,DOWN
27720,-0.1093,-0.1093,-2729.16,-2725.59,DOWN
27786,-0.1066,-0.1066,-2736.20,-2732.75,DOWN
27852,-0.1225,-0.1225,-2744.29,-2740.53,DOWN
27918,-0.1269,-0.1269,-2752.66,-2748.71,DOWN
27984,-0.1218,-0.1218,-2760.70,-2756.80,DOWN
28050,-0.1043,-0.1043,-2767.58,-2764.07,DOWN
28116,-0.1152,-0.1152,-2775.18,-2771.57,DOWN
28182,-0.1224,-0.1224,-2783.26,-2779.46,DOWN
28247,-0.1227,-0.1227,-2791.36,-2787.48,DOWN
28314,-0.1263,-0.1263,-2799.69,-2795.72,DOWN
28380,-0.1190,-0.1190,-2807.55,-2803.70,DOWN
28446,-0.1092,-0.1092,-2814.75,-2811.16,DOWN
28512,-0.0968,-0.0968,-2821.14,-2817.89,DOWN
28578,-0.0974,-0.0974,-2827.57,-2824.42,DOWN
28644,-0.0996,-0.0996,-2834.15,-2830.98,DOWN
28710,-0.1085,-0.1085,-2841.31,-2837.95,DOWN
28776,-0.1244,-0.1244,-2849.52,-2845.75,DOWN
28842,-0.1205,-0.1205,-2857.47,-2853.66,DOWN
28908,-0.1075,-0.1075,-2864.56,-2861.02,DOWN
28974,-0.1051,-0.1051,-2871.50,-2868.09,DOWN
29040,-0.1071,-0.1071,-2878.57,-2875.16,DOWN
29105,-0.1219,-0.1219,-2886.61,-2882.89,DOWN
29172,-0.1171,-0.1171,-2894.34,-2890.61,DOWN
29238,-0.1091,-0.1091,-2901.54,-2897.99,DOWN
29304,-0.1132,-0.1132,-2909.01,-2905.42,DOWN
29370,-0.1134,-0.1134,-2916.50,-2912.90,DOWN
29436,-0.1184,-0.1184,-2924.32,-2920.60,DOWN
29502,-0.1097,-0.1097,-2931.55,-2927.99,DOWN
29568,-0.1175,-0.1175,-2939.31,-2935.62,DOWN
29634,-0.1145,-0.1145,-2946.86,-2943.21,DOWN
